SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000950,238,3,19,32,1,,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.454400,3.948843,4.180208,4.180208,4.454400,3.948843,4.180208,4.180208,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.531779,4.489039,4.428073,4.452547,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,4.552683,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.816188,3.816188,3.816188,3.816188,3.816188,3.816188,3.816188,3.816188,4.326579,4.285976,4.174895,4.029951,4.997035,4.997035,4.997035,4.997035,4.997035,4.997035,4.997035,4.997035,4.108489,4.108489,4.108489,4.108489,4.108489,4.108489,4.108489,4.108489,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272,4.867272
C000951,238,4,20,32,1,,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.904646,5.825932,6.323615,6.323615,3.904646,5.825932,6.323615,6.323615,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.959113,3.979789,4.124538,4.313383,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,3.955596,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.399658,5.399658,5.399658,5.399658,5.399658,5.399658,5.399658,5.399658,5.197487,5.156884,5.045803,4.900859,5.510087,5.510087,5.510087,5.510087,5.510087,5.510087,5.510087,5.510087,6.640554,6.640554,6.640554,6.640554,6.640554,6.640554,6.640554,6.640554,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254,4.785254
C000952,239,1,21,32,1,,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.309180,3.916706,4.104917,4.104917,4.309180,3.916706,4.104917,4.104917,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.378806,4.349313,4.337434,4.406819,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.394959,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,2.474893,2.474893,2.474893,2.474893,2.474893,2.474893,2.474893,2.474893,3.588866,3.548263,3.437182,3.292239,5.769252,5.769252,5.769252,5.769252,5.769252,5.769252,5.769252,5.769252,5.355759,5.355759,5.355759,5.355759,5.355759,5.355759,5.355759,5.355759,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462,3.603462
C000953,239,2,22,32,1,,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.225832,3.898261,4.061704,4.061704,4.225832,3.898261,4.061704,4.061704,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.291563,4.270840,4.289033,4.383841,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.304435,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.200965,4.200965,4.200965,4.200965,4.200965,4.200965,4.200965,4.200965,4.538206,4.497603,4.386522,4.241579,5.543142,5.543142,5.543142,5.543142,5.543142,5.543142,5.543142,5.543142,6.717650,6.717650,6.717650,6.717650,6.717650,6.717650,6.717650,6.717650,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431,4.575431
C000954,239,3,23,32,1,,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.526257,3.743446,3.698997,3.698997,3.526257,3.743446,3.698997,3.698997,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.574973,3.658906,3.968920,4.257866,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,3.544627,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.803776,5.803776,5.803776,5.803776,5.803776,5.803776,5.803776,5.803776,5.419752,5.379149,5.268068,5.123124,4.390246,4.390246,4.390246,4.390246,4.390246,4.390246,4.390246,4.390246,4.980828,4.980828,4.980828,4.980828,4.980828,4.980828,4.980828,4.980828,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162,4.524162
C000955,239,4,24,32,1,,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.664983,5.507515,5.578775,5.578775,3.664983,5.507515,5.578775,5.578775,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.714872,3.773882,4.021723,4.275464,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,3.695297,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.006041,4.006041,4.006041,4.006041,4.006041,4.006041,4.006041,4.006041,4.430998,4.390395,4.279314,4.134370,4.872422,4.872422,4.872422,4.872422,4.872422,4.872422,4.872422,4.872422,6.243246,6.243246,6.243246,6.243246,6.243246,6.243246,6.243246,6.243246,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187,6.201187
C000956,240,1,25,32,1,,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.848554,6.322812,4.384564,4.384564,4.848554,6.322812,4.384564,4.384564,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.953238,4.888281,4.720215,4.623350,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,4.980773,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,6.001621,6.001621,6.001621,6.001621,6.001621,6.001621,6.001621,6.001621,5.528567,5.487964,5.376883,5.231939,5.056003,5.056003,5.056003,5.056003,5.056003,5.056003,5.056003,5.056003,3.963172,3.963172,3.963172,3.963172,3.963172,3.963172,3.963172,3.963172,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836,6.605836
C000957,240,2,26,32,1,,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.423846,4.163380,6.769103,6.769103,5.423846,4.163380,6.769103,6.769103,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.585154,5.527318,5.300307,5.064269,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,5.605597,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,7.552083,3.256181,3.256181,3.256181,3.256181,3.256181,3.256181,3.256181,3.256181,4.018575,3.977972,3.866891,3.721947,4.948798,4.948798,4.948798,4.948798,4.948798,4.948798,4.948798,4.948798,5.739163,5.739163,5.739163,5.739163,5.739163,5.739163,5.739163,5.739163,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175,5.148175
C000958,240,3,27,32,1,,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.494400,4.178994,4.719414,4.719414,5.494400,4.178994,4.719414,4.719414,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.664050,5.610604,5.387009,5.141413,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,5.682226,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.863776,4.863776,4.863776,4.863776,4.863776,4.863776,4.863776,4.863776,4.902752,4.862149,4.751068,4.606124,5.305414,5.305414,5.305414,5.305414,5.305414,5.305414,5.305414,5.305414,5.485942,5.485942,5.485942,5.485942,5.485942,5.485942,5.485942,5.485942,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866,3.809866
C000959,240,4,28,32,1,,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.304578,6.372060,4.620997,4.620997,5.304578,6.372060,4.620997,4.620997,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.452486,5.389042,5.162219,4.947356,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,5.476061,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,4.947917,5.015153,5.015153,5.015153,5.015153,5.015153,5.015153,5.015153,5.015153,4.986009,4.945406,4.834325,4.689382,4.381215,4.381215,4.381215,4.381215,4.381215,4.381215,4.381215,4.381215,4.797994,4.797994,4.797994,4.797994,4.797994,4.797994,4.797994,4.797994,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579,4.513579
C000960,241,1,29,32,1,,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.512592,6.584221,4.728845,4.728845,5.512592,6.584221,4.728845,4.728845,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.684442,5.632259,5.409994,5.162345,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,5.701984,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.082210,4.082210,4.082210,4.082210,4.082210,4.082210,4.082210,4.082210,4.472891,4.432288,4.321207,4.176263,6.337048,6.337048,6.337048,6.337048,6.337048,6.337048,6.337048,6.337048,5.697071,5.697071,5.697071,5.697071,5.697071,5.697071,5.697071,5.697071,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261,5.270261
C000961,241,2,9,33,1,,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.069609,4.084988,6.539951,6.539951,5.069609,4.084988,6.539951,6.539951,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.193669,5.125612,4.918689,4.759253,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,5.220861,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,5.996230,5.996230,5.996230,5.996230,5.996230,5.996230,5.996230,5.996230,5.525602,5.484999,5.373918,5.228974,4.204054,4.204054,4.204054,4.204054,4.204054,4.204054,4.204054,4.204054,5.379734,5.379734,5.379734,5.379734,5.379734,5.379734,5.379734,5.379734,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819,4.873819
C000962,241,3,10,33,1,,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,5.837985,6.286508,4.897551,4.897551,5.837985,6.286508,4.897551,4.897551,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.052696,6.032513,5.868860,5.621730,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,6.055394,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,6.113223,6.113223,6.113223,6.113223,6.113223,6.113223,6.113223,6.113223,5.589948,5.549345,5.438264,5.293321,5.371286,5.371286,5.371286,5.371286,5.371286,5.371286,5.371286,5.371286,4.309904,4.309904,4.309904,4.309904,4.309904,4.309904,4.309904,4.309904,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397,3.914397
C000963,241,4,11,33,1,,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,5.828521,4.252935,4.892644,4.892644,5.828521,4.252935,4.892644,4.892644,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.041891,6.020519,5.854145,5.605785,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,6.045114,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,4.759580,4.759580,4.759580,4.759580,4.759580,4.759580,4.759580,4.759580,4.845444,4.804841,4.693760,4.548817,4.876827,4.876827,4.876827,4.876827,4.876827,4.876827,4.876827,4.876827,6.482132,6.482132,6.482132,6.482132,6.482132,6.482132,6.482132,6.482132,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500,5.882500
C000964,242,1,12,33,1,,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.115316,4.316402,5.041338,5.041338,6.115316,4.316402,5.041338,5.041338,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.371844,6.393713,6.341359,6.175596,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,6.356603,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.591265,5.591265,5.591265,5.591265,5.591265,5.591265,5.591265,5.591265,5.302871,5.262268,5.151187,5.006243,4.127474,4.127474,4.127474,4.127474,4.127474,4.127474,4.127474,4.127474,5.638609,5.638609,5.638609,5.638609,5.638609,5.638609,5.638609,5.638609,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418,5.295418
C000965,242,2,13,33,1,,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.488015,3.956282,5.887487,5.887487,4.488015,3.956282,5.887487,5.887487,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.567365,4.521936,4.450261,4.464272,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.589192,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.762289,4.762289,4.762289,4.762289,4.762289,4.762289,4.762289,4.762289,4.846934,4.806331,4.695250,4.550307,5.777574,5.777574,5.777574,5.777574,5.777574,5.777574,5.777574,5.777574,4.665038,4.665038,4.665038,4.665038,4.665038,4.665038,4.665038,4.665038,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961,3.555961
