SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,MEAN_SHIFT_01_L1,MEAN_SHIFT_01_L2,MEAN_SHIFT_01_L3,MEAN_SHIFT_02_L1,MEAN_SHIFT_02_L2,MEAN_SHIFT_02_L3,MEAN_SHIFT_03_L1,MEAN_SHIFT_03_L2,MEAN_SHIFT_03_L3,MEAN_SHIFT_04_L1,MEAN_SHIFT_04_L2,MEAN_SHIFT_04_L3,MEAN_SHIFT_05_L1,MEAN_SHIFT_05_L2,MEAN_SHIFT_05_L3,MEAN_SHIFT_06_L1,MEAN_SHIFT_06_L2,MEAN_SHIFT_06_L3,MEAN_SHIFT_07_L1,MEAN_SHIFT_07_L2,MEAN_SHIFT_07_L3,MEAN_SHIFT_08_L1,MEAN_SHIFT_08_L2,MEAN_SHIFT_08_L3,MEAN_SHIFT_09_L1,MEAN_SHIFT_09_L2,MEAN_SHIFT_09_L3,MEAN_SHIFT_10_L1,MEAN_SHIFT_10_L2,MEAN_SHIFT_10_L3,SIGMA_UP_01_L1,SIGMA_UP_01_L2,SIGMA_UP_01_L3,SIGMA_UP_02_L1,SIGMA_UP_02_L2,SIGMA_UP_02_L3,SIGMA_UP_03_L1,SIGMA_UP_03_L2,SIGMA_UP_03_L3,SIGMA_UP_04_L1,SIGMA_UP_04_L2,SIGMA_UP_04_L3,SIGMA_UP_05_L1,SIGMA_UP_05_L2,SIGMA_UP_05_L3,SIGMA_UP_06_L1,SIGMA_UP_06_L2,SIGMA_UP_06_L3,SIGMA_UP_07_L1,SIGMA_UP_07_L2,SIGMA_UP_07_L3,SIGMA_UP_08_L1,SIGMA_UP_08_L2,SIGMA_UP_08_L3,SIGMA_UP_09_L1,SIGMA_UP_09_L2,SIGMA_UP_09_L3,SIGMA_UP_10_L1,SIGMA_UP_10_L2,SIGMA_UP_10_L3,SIGMA_DOWN_01_L1,SIGMA_DOWN_01_L2,SIGMA_DOWN_01_L3,SIGMA_DOWN_02_L1,SIGMA_DOWN_02_L2,SIGMA_DOWN_02_L3,SIGMA_DOWN_03_L1,SIGMA_DOWN_03_L2,SIGMA_DOWN_03_L3,SIGMA_DOWN_04_L1,SIGMA_DOWN_04_L2,SIGMA_DOWN_04_L3,SIGMA_DOWN_05_L1,SIGMA_DOWN_05_L2,SIGMA_DOWN_05_L3,SIGMA_DOWN_06_L1,SIGMA_DOWN_06_L2,SIGMA_DOWN_06_L3,SIGMA_DOWN_07_L1,SIGMA_DOWN_07_L2,SIGMA_DOWN_07_L3,SIGMA_DOWN_08_L1,SIGMA_DOWN_08_L2,SIGMA_DOWN_08_L3,TAIL_01_L1,TAIL_01_L2,TAIL_01_L3,TAIL_02_L1,TAIL_02_L2,TAIL_02_L3,TAIL_03_L1,TAIL_03_L2,TAIL_03_L3,TAIL_04_L1,TAIL_04_L2,TAIL_04_L3,TAIL_05_L1,TAIL_05_L2,TAIL_05_L3,TAIL_06_L1,TAIL_06_L2,TAIL_06_L3,TAIL_07_L1,TAIL_07_L2,TAIL_07_L3,TAIL_08_L1,TAIL_08_L2,TAIL_08_L3,BIMODAL_01_L1,BIMODAL_01_L2,BIMODAL_01_L3,BIMODAL_02_L1,BIMODAL_02_L2,BIMODAL_02_L3,BIMODAL_03_L1,BIMODAL_03_L2,BIMODAL_03_L3,BIMODAL_04_L1,BIMODAL_04_L2,BIMODAL_04_L3,BIMODAL_05_L1,BIMODAL_05_L2,BIMODAL_05_L3,BIMODAL_06_L1,BIMODAL_06_L2,BIMODAL_06_L3,BIMODAL_07_L1,BIMODAL_07_L2,BIMODAL_07_L3,BIMODAL_08_L1,BIMODAL_08_L2,BIMODAL_08_L3,LOW_CPK_01_L1,LOW_CPK_01_L2,LOW_CPK_01_L3,LOW_CPK_02_L1,LOW_CPK_02_L2,LOW_CPK_02_L3,LOW_CPK_03_L1,LOW_CPK_03_L2,LOW_CPK_03_L3,LOW_CPK_04_L1,LOW_CPK_04_L2,LOW_CPK_04_L3,LOW_CPK_05_L1,LOW_CPK_05_L2,LOW_CPK_05_L3,LOW_CPK_06_L1,LOW_CPK_06_L2,LOW_CPK_06_L3,CONTROL_01,CONTROL_02,CONTROL_03,CONTROL_04,CONTROL_05,CONTROL_06,CONTROL_07,CONTROL_08,CONTROL_09,CONTROL_10,CONTROL_11,CONTROL_12,CONTROL_13,CONTROL_14,CONTROL_15,CONTROL_16,CONTROL_17,CONTROL_18,CONTROL_19,CONTROL_20,CONTROL_21,CONTROL_22,CONTROL_23,CONTROL_24,CONTROL_25,CONTROL_26,CONTROL_27,CONTROL_28,CONTROL_29,CONTROL_30,CONTROL_31,CONTROL_32,CONTROL_33,CONTROL_34,CONTROL_35,CONTROL_36,CONTROL_37,REMOVED_ITEM_01,REMOVED_ITEM_02,REMOVED_ITEM_03,REMOVED_ITEM_04,REMOVED_ITEM_05,LIMIT_CHG_HI,LIMIT_CHG_LO,LIMIT_CHG_BOTH
C000773,194,2,11,26,1,,5.604496,5.140055,5.555917,4.768443,3.424325,4.006739,6.218969,4.242512,6.520563,6.434165,4.718186,5.493466,3.539983,4.711526,6.417029,4.085851,6.461976,5.539825,5.044589,4.472634,5.430821,4.637203,3.696350,2.236082,5.023962,5.207526,5.758787,4.797386,4.618563,4.110291,6.668969,4.698156,5.172087,4.284293,5.101450,4.715975,5.749050,5.262464,2.954819,7.116823,5.472892,4.794063,4.905483,5.371559,6.109548,3.841642,4.256197,4.262932,4.643370,3.834553,6.079268,4.452686,6.074193,4.130402,5.644639,6.289816,5.739829,3.967855,5.352456,7.541109,5.107526,5.468577,4.061520,5.852278,4.557026,5.732408,4.792419,5.532099,5.497783,4.050786,4.935508,2.707592,4.835344,5.168131,4.992555,5.964837,5.892787,4.550150,5.162752,5.208862,5.311740,4.597687,4.739272,3.563790,5.526419,4.393579,6.313355,5.157509,3.790118,5.759534,4.723059,5.932562,5.266891,4.392228,4.229501,4.931798,4.425603,4.121748,6.218197,5.240475,4.730067,5.365255,5.120672,4.192749,6.456482,5.110199,5.126360,4.754470,6.120307,5.422040,5.974415,6.266933,5.999436,6.502084,6.104697,5.879728,5.456516,6.288955,5.392089,5.481765,6.046711,6.346975,6.915929,6.310070,5.657479,6.566365,6.314600,5.603229,5.792235,5.767146,5.825603,5.471305,4.539822,4.497676,5.239875,4.287200,4.759675,4.884499,4.171900,4.540228,4.534065,5.758967,5.133194,5.908246,5.383958,3.827972,5.281497,6.928096,5.226960,4.139837,4.299867,5.810140,4.107639,4.897291,5.542943,5.819019,5.197442,6.130005,5.490285,3.770159,5.955006,6.195213,7.578853,5.742130,6.559670,6.705389,6.400728,4.332100,6.244176,4.923584,5.220153,4.124540,5.425926,5.335370,4.637055,6.423397,6.831386,5.507384,5.808776,4.790863,4.114105,6.418669,5.914210,2.286311,4.810868,4.584639,3.225839,3.966709,4.086647,7.137692,5.250381,5.385474,4.839413,4.926878,5.912326
C000774,194,3,12,26,1,,5.147367,5.234131,6.410830,5.358588,4.900613,6.292298,7.042548,6.927919,2.743257,5.033279,5.017132,6.538663,4.918339,4.493927,4.322529,5.054238,5.463687,5.420725,6.147522,5.994541,5.589389,3.001067,4.910275,4.680715,5.948054,6.323667,6.058823,3.527365,5.641540,5.040484,7.367357,7.700916,5.393862,6.747958,6.296643,5.706319,4.134138,5.559734,5.945543,5.450428,3.474488,3.668184,3.434458,4.146847,3.627529,4.890843,3.328259,4.603181,6.505443,4.598441,6.218584,6.873331,4.740886,6.397673,6.732065,5.249900,4.458218,5.210168,4.824176,6.682948,5.351614,3.929691,4.094973,5.002611,5.994574,4.509814,5.893313,6.054860,4.877342,4.591944,4.437874,5.294873,5.340762,7.086901,3.987017,5.320338,5.663775,5.489171,4.556368,4.607096,4.054086,6.330574,5.269073,4.602562,5.274698,5.239761,4.707667,5.592720,6.673226,3.429662,4.980911,6.020760,2.140737,4.205583,4.627344,6.027661,4.436845,5.236773,8.893655,4.915330,5.598318,6.050209,5.777186,4.167954,6.127424,5.186077,6.305435,5.409591,5.791182,6.339142,5.563114,5.420354,5.369363,6.529706,6.164146,6.254891,5.490962,6.492400,6.413254,5.715053,6.022949,6.774044,6.032651,6.423926,5.505416,5.862580,5.827417,5.943340,5.236650,6.118041,6.563847,6.448340,5.382228,5.120354,5.631130,4.045769,4.194680,4.125989,4.820571,4.578996,6.506889,2.892555,7.412534,3.372047,5.153829,4.218283,5.197974,3.817084,3.356020,5.173678,4.736278,4.668271,4.546918,5.931515,5.834717,4.389267,3.479933,5.113465,5.140066,4.151059,3.407699,4.147391,5.206680,5.478429,2.376213,5.430141,6.344108,3.004139,5.943598,4.752422,5.972110,6.069108,7.286531,3.897065,5.074967,6.194513,6.323698,3.853194,3.960835,4.588074,5.925984,5.113471,4.471645,4.221967,5.104881,5.643061,5.267940,3.616633,4.710359,4.116562,3.351881,4.804737,4.848609,5.704164,6.236751
C000775,194,4,13,26,1,,5.401989,5.045018,6.696621,5.431764,4.606613,5.096981,5.078204,4.776688,4.443161,6.676337,5.736943,5.376539,3.694906,4.620245,5.218409,6.343559,5.759949,4.858867,5.397625,5.403528,5.401910,4.888936,5.328542,6.091345,2.322314,5.101338,4.013292,5.320579,6.522030,4.232801,4.630414,4.558375,4.632321,4.353902,4.393715,3.970895,4.979427,4.693765,5.665641,4.813703,3.763953,4.915835,4.806978,6.552662,4.773057,6.792168,6.996511,4.388193,3.739656,3.706922,3.984716,4.792486,4.552586,5.423755,5.593639,5.070978,5.984382,6.357944,5.181276,5.274799,5.488153,6.233188,4.613787,2.173770,3.912510,3.295217,4.879671,4.779861,4.432734,5.170911,6.453944,4.891063,2.902152,3.193621,4.389581,5.710388,4.094146,4.297689,3.478309,5.117010,5.671726,4.501522,5.458707,5.695352,5.295349,4.611674,4.652479,5.004841,4.890093,5.109797,7.663446,4.800396,5.719243,5.349435,4.800746,3.579074,3.506286,5.195455,7.305934,4.892234,5.509902,4.874731,3.550640,4.833577,5.720309,4.939109,3.892318,4.664371,5.787696,5.435426,6.707235,5.980738,5.558376,6.289743,6.009442,6.396730,6.149696,4.317037,6.125471,5.440047,5.944007,5.793822,5.840363,5.504823,5.944421,6.146888,6.046834,5.711781,6.650098,6.060517,6.028050,5.987704,5.709689,5.415844,4.477071,4.771020,5.014680,5.794075,6.040991,6.809765,5.447182,5.582742,7.342494,4.001193,5.348704,5.798318,5.145844,8.110486,4.243631,3.592879,4.205133,4.430009,7.635156,5.915019,6.117572,4.373900,4.654676,5.745904,4.357444,4.649502,6.488280,4.401845,5.810651,4.143390,5.024506,6.221338,5.756010,5.144523,5.018760,5.116236,6.744093,5.640559,5.296011,1.861064,4.865428,5.100669,2.850387,3.302993,6.229975,3.249912,4.036978,4.482474,5.739230,5.520321,6.059120,4.292196,4.900368,5.393401,4.767331,4.254894,4.275499,4.005295,5.783765,5.420397,6.119785
C000776,195,1,14,26,1,,5.410515,5.644405,4.941950,5.432069,4.013352,4.321522,5.141177,4.167009,4.362787,4.007822,6.456086,4.755586,4.634091,5.740624,7.101340,6.011752,6.106159,6.190835,4.632760,5.563434,5.898117,4.562192,4.280738,5.090252,5.910537,5.739716,5.211092,3.221181,5.752985,6.079370,5.282016,4.316130,5.903007,4.921779,6.527907,4.182663,4.957110,5.385627,3.783195,5.261575,5.317002,4.826495,4.700219,5.364254,2.994744,5.963148,7.189353,5.830886,5.230915,5.614457,6.143858,3.247080,4.465163,4.595285,2.939329,4.007052,5.866824,5.367082,4.607854,4.266333,4.840862,4.928716,4.091386,3.867190,4.709676,4.986310,5.902542,6.237690,3.905459,5.753913,3.967188,5.307982,5.610327,5.170800,3.808856,5.833557,6.098552,6.486094,5.787857,5.884736,4.619396,4.052638,4.135578,5.718127,5.820315,3.813656,4.400283,5.342194,6.195244,6.582807,5.919626,4.484550,4.803810,5.696811,5.880085,4.593787,4.946135,5.780476,4.318413,5.766289,3.595970,5.096469,5.105733,5.709347,4.244066,4.146178,5.510576,4.636277,5.874593,5.884157,6.101749,5.755027,6.331674,5.682808,6.276080,6.414942,6.120127,5.667882,6.174917,5.912059,6.064382,6.023380,5.720560,6.296646,5.836837,5.905902,5.415397,5.014635,4.957711,6.935761,6.421655,5.297191,5.144441,5.859294,5.801084,7.052151,6.671202,4.813086,7.168322,6.420087,6.701703,4.912459,4.073667,3.612131,4.014969,4.532857,4.706554,4.672280,4.800571,4.754881,7.003001,6.283050,3.971893,6.056506,4.606555,4.318121,4.231192,5.234674,2.703618,3.404946,5.109838,5.273398,5.743222,5.141109,4.218495,4.444035,4.503349,6.376565,4.794595,4.579149,4.078673,4.036614,6.590496,4.217113,7.136488,4.773959,5.326723,4.971120,5.051406,3.980686,6.595016,7.079770,5.351240,5.279271,4.716385,5.157482,5.929157,4.762439,3.713576,4.754627,5.758327,5.385640,4.413766,3.253439,5.391526
C000777,195,2,15,26,1,,5.171796,3.659237,3.951137,4.731964,6.891968,4.578986,6.179949,5.600795,4.105537,5.999892,5.881804,6.484931,4.934770,5.964563,4.354504,3.057961,5.197804,3.828818,5.367255,7.123219,4.440988,6.939732,4.346464,4.162525,5.061819,4.230291,6.499637,5.205227,4.398077,6.139685,4.358459,5.168802,6.060477,5.255115,4.458413,5.937122,3.997192,4.345224,5.202885,5.371749,5.110089,6.820438,5.612154,5.558030,5.806509,4.280350,6.901950,5.255286,3.917950,4.994513,7.223658,5.633297,5.457910,4.857553,4.025852,6.579857,4.283215,5.341755,6.030573,5.655701,5.037854,4.022283,5.066302,2.780413,4.585513,4.934484,4.616089,5.451762,4.028415,5.186764,3.315548,5.981886,3.697060,5.452120,5.063090,5.385082,7.500878,6.345774,4.234057,5.939609,4.370882,4.288120,2.206452,4.904363,4.324139,5.009506,5.781849,5.196424,5.072876,5.960073,3.372921,5.584808,6.315472,4.222081,4.514517,7.446835,5.769473,3.595584,4.873199,3.023066,4.398720,3.553348,3.221854,5.191999,5.589169,8.165911,5.899660,4.749511,5.508116,6.582396,6.026641,6.114460,6.360010,6.355029,5.704968,5.374498,5.346414,5.629718,5.920700,6.064904,6.783802,6.355477,6.161884,6.018450,6.276056,6.204000,5.900294,6.166663,5.170884,6.408520,5.675254,5.523639,5.159063,4.832378,5.727599,6.421829,5.466630,5.365323,3.273256,5.517579,6.660985,2.327518,5.455451,5.997896,4.840173,7.219740,6.342257,5.751622,3.756743,4.606614,7.202507,5.879634,6.144314,4.853954,6.006990,3.619508,5.104974,4.560769,6.117527,3.937332,5.710029,6.524831,4.286729,4.797201,3.223339,3.997733,4.145036,3.742772,5.006546,5.259734,4.888049,6.250054,6.414986,4.391128,4.742417,4.304734,6.833116,7.794156,4.325727,3.284226,4.474278,4.777114,3.831665,4.363755,7.533518,2.579868,3.883853,6.186067,4.988324,5.007354,4.403600,5.317001,5.361765,4.021711,4.926961
C000778,195,3,16,26,1,,4.495053,5.866873,4.858024,6.198294,5.243250,5.212300,5.511642,3.906233,3.708041,4.694030,5.504576,5.145509,3.134394,4.613914,2.131171,3.994994,4.980110,4.988374,2.827499,6.045093,5.333830,4.545180,2.863133,5.488070,1.694732,5.306955,4.672165,6.020217,4.868033,6.056793,3.601828,5.033720,6.423426,5.582750,5.483935,5.626259,4.647338,4.409744,3.839117,4.769918,3.389443,4.658050,6.054461,3.912136,4.919298,4.348679,6.068247,6.022028,4.529831,3.793699,5.144633,4.873195,5.122962,4.991978,5.623824,5.970261,4.204820,4.931482,3.289092,5.717367,5.953972,6.513375,6.265828,5.602823,4.885334,3.975860,5.288448,4.606832,5.018030,4.737132,6.066570,5.223153,4.280897,5.012536,6.288397,4.642942,5.849811,5.075304,4.855880,6.360295,4.206350,5.630675,4.371674,6.997956,8.978647,6.200527,5.556956,6.834491,3.809077,5.609513,4.161791,5.519945,5.241302,5.630438,4.113785,5.086631,5.766605,4.760322,6.637712,5.635739,3.963386,5.365336,5.107215,4.054741,4.094643,5.281307,3.724147,5.291776,6.537084,6.160199,5.286625,5.643057,6.468588,5.910248,6.481106,5.780938,5.651267,6.071749,5.290518,6.099378,5.417658,5.678495,6.331873,6.255614,5.871467,5.398095,6.714453,6.596644,6.433529,6.037282,5.687866,5.506695,5.957062,5.556097,4.293722,2.996585,5.837718,4.651212,6.355735,5.498303,4.043887,5.898502,4.851846,5.533955,5.926182,4.795021,5.546079,4.744872,5.306816,6.034438,5.687531,5.791853,5.363568,5.233477,5.961980,5.015621,3.944194,3.409982,4.552046,4.325533,5.888873,4.764747,5.460713,6.238959,4.534059,6.877362,3.903249,4.002058,5.598557,5.166078,4.667299,4.765243,3.060022,4.485485,6.080997,5.082578,5.219481,5.770866,5.613937,4.965640,6.223615,3.093896,5.173775,4.691862,7.339405,4.132682,6.766223,3.551179,4.712716,5.530460,3.644134,4.853798,4.739529,5.800299,3.913551
C000779,195,4,17,26,1,,3.653864,3.868871,3.311099,6.366344,2.617354,5.576977,2.770521,5.447345,3.065465,6.683707,4.727523,5.244367,5.584979,2.677565,4.595426,5.098966,5.721375,5.691023,3.745449,4.289198,6.015146,4.592938,5.662581,5.726274,4.065037,4.479836,4.516901,4.975336,6.631533,6.568616,4.825762,5.971370,4.850743,2.589562,5.531097,4.844436,4.487330,5.569170,5.987139,5.002469,5.461491,6.537485,4.646776,5.102888,4.073188,4.810180,4.154126,5.093195,4.560777,4.646999,6.152960,5.967797,7.643361,3.791053,3.962677,5.274211,3.744582,3.288773,4.659288,4.218664,4.324404,3.025132,5.456635,4.397363,5.271172,4.373972,4.874876,4.458348,3.616085,5.625606,4.771535,3.874668,4.643278,3.428186,5.324339,4.553382,5.361181,6.531108,3.287005,5.244598,6.445661,4.209980,5.212675,4.445733,6.454546,4.423404,4.321832,3.137684,6.799351,5.874730,5.011705,4.866272,3.126131,4.446062,5.872683,5.769412,4.928999,5.478864,5.634718,4.676349,5.580932,4.671108,3.080419,4.711308,5.173001,4.693348,4.510254,5.538697,6.018117,5.699984,5.656318,6.356302,5.242906,5.661645,5.635897,6.338337,5.507211,5.761890,5.986889,5.773675,5.618323,6.024539,6.123208,5.986496,5.698045,6.279115,6.341595,5.500307,5.937591,6.800067,6.682770,5.944420,5.326096,6.702747,4.452345,6.551474,4.975045,4.535033,6.373560,4.255380,6.487387,4.492172,3.607854,3.600034,4.603812,3.786623,5.634079,3.701136,6.425332,6.807245,4.898381,3.885035,5.291211,4.231274,5.426544,4.073206,4.832308,5.157342,4.895890,5.508853,5.380675,5.692822,3.950843,5.074046,3.239419,5.022178,4.420134,3.651534,6.971032,5.484714,4.897544,4.557654,7.336900,5.672055,5.525117,7.784283,6.136667,5.962031,2.971984,5.541599,6.082853,6.027796,5.423643,5.709480,4.926521,5.535330,4.935969,5.087744,4.947981,7.431220,5.658488,5.540450,3.746206,5.500733,4.350508
C000780,196,1,18,26,1,,4.308154,3.863308,5.097782,3.156347,5.298464,4.264832,6.437660,4.612556,3.904898,5.959388,4.997620,5.597427,4.303946,3.077453,5.718520,5.269596,5.071832,5.957859,5.335228,6.977546,4.119163,3.226354,4.946369,5.483164,5.526352,7.772812,4.523939,5.931524,4.462463,4.991982,6.568234,5.944378,7.540002,6.490071,6.064393,6.753749,4.542959,6.371374,5.970503,3.106530,2.865091,3.458263,5.006807,3.002001,6.853478,3.919621,4.931610,6.311220,6.889677,4.504845,6.671409,4.703527,4.540271,3.871542,5.037448,4.583013,4.575299,4.507213,5.451757,4.476801,5.182199,3.706695,5.134751,5.640602,5.659072,4.756864,3.178371,5.720322,5.918437,5.825093,5.584694,6.081049,5.400566,6.588380,6.533738,6.138586,6.115652,5.019294,4.731724,5.559401,3.283330,5.277751,4.995490,6.509282,4.725743,4.243606,4.156177,6.020880,3.960390,4.424362,7.482220,6.294981,3.777556,4.652295,4.554022,4.223244,6.349653,5.206433,5.363769,9.063200,5.519987,6.527453,4.411203,4.644459,5.949352,3.818187,4.113066,5.019994,6.041348,5.698817,6.050268,5.862070,6.101804,5.974677,6.981700,5.493025,6.374140,6.815976,5.544100,5.567377,6.195522,6.238760,6.397181,6.208892,6.420556,5.767218,6.779784,5.922280,5.485621,5.786879,6.575432,5.964792,4.598621,5.622957,5.323305,7.354014,5.195895,3.165930,4.981311,5.723771,8.106714,5.094651,3.517046,4.920535,6.021200,7.309217,6.670551,6.289117,4.356576,4.450348,4.141417,4.299951,4.322254,5.114282,4.570273,4.438179,4.525119,6.082646,3.414499,5.287357,6.857554,6.163806,5.932234,6.027039,4.929887,3.697979,4.927796,3.888237,3.184038,3.902102,5.536583,3.350818,3.749305,3.839792,5.404515,4.300677,5.964623,3.756047,4.871349,4.931046,5.497781,4.994399,5.504449,5.898214,4.812199,5.589539,5.736307,4.506670,5.426124,5.395546,5.410637,4.813606,4.155061,5.128450,6.004839
C000781,196,2,19,26,1,,4.905447,5.577354,6.461843,3.047730,5.566123,4.708461,6.433526,5.453362,6.461747,5.733783,4.540162,5.820410,4.576373,6.908218,4.325675,4.297410,5.799747,4.500694,3.543914,5.529703,4.357126,4.277690,5.716775,4.693041,7.138246,6.351980,5.254039,6.054787,6.160832,5.468879,5.943428,6.739634,3.674569,4.327671,5.844536,5.267467,5.668770,4.512276,6.089366,4.036696,4.093029,6.444475,5.039534,4.688837,4.528835,4.257456,2.699623,4.586617,5.082863,4.921328,4.812157,3.664926,2.922691,5.008702,4.807228,6.535840,5.972063,4.049292,4.556535,3.551042,5.028967,5.868442,4.574019,3.933344,5.786195,4.778923,4.861401,5.346463,4.248828,3.328340,6.234928,6.016530,6.129819,4.901517,5.629584,5.235321,5.981448,5.771282,6.567604,3.233902,4.280456,3.968921,4.705382,5.436053,4.205786,6.339135,4.052547,5.462013,5.481696,4.983809,5.306555,5.958117,3.724618,5.197981,3.879031,5.401377,4.704486,4.973075,6.364284,5.557884,3.941410,4.786271,5.530115,5.123934,5.860558,6.542834,4.629677,4.438739,6.085054,5.196906,6.098854,6.162248,6.416481,5.487704,6.707382,5.964420,5.541038,5.906126,5.432766,6.293254,6.487252,6.153743,4.948939,6.004526,6.624567,6.493660,5.149282,5.758138,5.776726,6.374928,5.740382,5.208202,5.110998,5.466944,5.542645,6.581772,2.648246,4.605194,5.615059,5.251572,4.846973,5.331404,4.803939,4.890466,4.362034,6.916707,5.931248,5.990173,6.710535,5.344862,2.882075,4.825170,4.893070,4.117302,5.885675,5.910384,4.028305,5.305721,4.302555,4.778036,6.084946,4.209062,5.598931,4.613381,5.329278,3.814311,3.127328,4.565703,6.635279,7.285119,5.979134,5.676203,6.223479,4.302341,5.047990,2.873492,4.485190,3.943833,4.566987,5.157330,6.222588,6.264642,6.398406,2.555769,4.161162,5.345785,6.572723,4.542677,4.072950,3.915387,4.294496,3.519033,3.325931,2.966779,5.909275
C000782,196,3,20,26,1,,5.080947,4.440174,3.682612,5.627370,5.637564,4.552817,7.328698,5.569479,3.675201,5.381783,4.687353,6.751510,5.258597,3.404978,5.416094,5.216643,6.248279,3.923782,7.841264,4.968258,5.232253,6.838548,6.945100,7.082954,5.996265,4.281450,5.203706,3.485524,3.713036,4.722928,5.768773,6.538671,5.545545,5.831465,4.995859,6.138700,5.100702,4.298400,4.818099,4.538181,5.726055,3.845044,3.205848,3.877781,5.702097,5.012359,5.402158,4.609286,3.648704,4.369506,5.989917,5.657780,3.691906,2.552645,6.543103,4.725112,3.605930,5.065602,5.404113,3.416916,5.996383,5.213411,5.709185,6.662208,5.112816,5.228276,4.928999,4.654669,5.254703,4.072133,4.309535,4.552826,6.182964,5.004684,5.150476,3.621871,3.577874,5.657639,3.419622,2.264871,5.192828,6.047397,5.221676,4.755176,4.601883,3.974049,5.430477,6.008524,5.495339,5.291541,4.963256,4.610982,4.714500,3.739323,4.445692,5.122276,2.530813,4.736652,4.646079,4.539287,8.486770,6.145488,5.376288,3.767609,5.556887,8.460809,3.532584,4.856286,5.647074,6.180961,6.339855,6.641090,5.984619,5.464415,4.900228,6.364720,5.577897,7.225228,5.375226,6.939355,6.601817,6.828311,5.881640,6.045422,5.908056,5.453081,6.336673,6.007437,5.585419,5.942251,5.218445,5.908693,5.979271,3.826629,4.442158,3.324211,5.487881,3.665420,6.150797,5.005161,5.950034,7.073612,3.021786,5.943499,7.193156,6.006061,5.763764,4.708673,4.276975,5.043099,4.480131,5.557483,5.625000,3.985906,5.402501,6.418922,3.086001,4.114453,3.663022,3.992754,5.673741,5.344114,5.185925,4.902513,4.069189,5.183458,5.343166,4.924503,5.553623,5.228844,6.078620,5.889439,4.704228,7.065204,3.783860,4.973998,4.429469,4.591304,4.703922,6.331252,3.784492,5.291760,6.479717,3.603688,5.538649,4.544726,4.982726,5.147074,4.130397,4.332335,5.291986,5.710526,7.312392,5.878186,3.874716
C000783,196,4,21,26,1,,4.749168,6.294848,4.454414,5.438765,5.877589,5.999813,5.114980,4.799820,4.815859,4.584074,4.901457,3.966739,5.023360,4.208258,5.734361,5.123166,5.977838,5.048683,5.431914,3.197545,4.141509,5.604646,4.212555,4.812722,7.177653,4.430640,5.768322,5.700886,5.168245,5.605158,4.257358,5.380695,4.500228,5.255373,5.607946,7.823677,3.796263,2.592720,4.845554,6.597485,4.789377,7.151254,5.607127,4.621708,4.492543,6.352259,5.499067,4.595868,5.250604,2.277026,4.422365,5.212741,5.218645,4.533875,3.433009,4.382394,5.671812,4.876207,5.198373,3.652935,5.374680,4.775667,3.823401,7.074606,5.283813,4.953734,5.459985,3.830090,4.480807,5.730951,5.821698,4.913165,4.676420,5.035176,4.857951,3.996367,6.159395,5.419655,7.117418,4.203180,5.568042,5.118872,4.076529,5.318676,5.220074,4.628058,5.903061,3.262689,5.740975,5.237578,5.041907,3.541327,4.892435,5.624705,6.452377,4.780964,5.034992,5.663415,4.870685,4.257454,3.786653,3.547448,4.191857,6.560586,3.529521,4.679225,4.256475,4.115166,6.293589,6.645302,5.903134,5.416547,6.064414,5.585337,5.858165,5.266928,5.597208,5.744113,5.754405,5.889574,5.586528,4.945436,6.336446,5.729012,5.999904,5.550491,6.212235,5.941676,6.449907,5.996300,5.506616,5.927139,4.986093,5.236967,6.686001,3.015397,5.530113,6.795635,3.591568,2.997736,4.255336,6.007273,3.798477,5.571626,1.712643,3.434585,4.451788,4.320481,6.209949,5.150726,4.255646,4.834225,3.493552,4.844847,2.844744,5.353584,5.746322,3.535053,5.038929,5.185497,4.206082,3.674259,5.434377,5.749390,2.595121,3.547058,4.633662,4.637634,4.155734,3.975449,3.793919,2.341262,5.746184,5.304226,5.427393,6.037097,3.932142,5.521903,5.967567,5.613012,5.196937,5.595694,4.610541,3.217689,3.424745,4.231592,4.171397,5.978304,7.093650,6.076776,5.486133,5.048301,5.105873,3.462031,5.081901
