SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,MEAN_SHIFT_01_L1,MEAN_SHIFT_01_L2,MEAN_SHIFT_01_L3,MEAN_SHIFT_02_L1,MEAN_SHIFT_02_L2,MEAN_SHIFT_02_L3,MEAN_SHIFT_03_L1,MEAN_SHIFT_03_L2,MEAN_SHIFT_03_L3,MEAN_SHIFT_04_L1,MEAN_SHIFT_04_L2,MEAN_SHIFT_04_L3,MEAN_SHIFT_05_L1,MEAN_SHIFT_05_L2,MEAN_SHIFT_05_L3,MEAN_SHIFT_06_L1,MEAN_SHIFT_06_L2,MEAN_SHIFT_06_L3,MEAN_SHIFT_07_L1,MEAN_SHIFT_07_L2,MEAN_SHIFT_07_L3,MEAN_SHIFT_08_L1,MEAN_SHIFT_08_L2,MEAN_SHIFT_08_L3,MEAN_SHIFT_09_L1,MEAN_SHIFT_09_L2,MEAN_SHIFT_09_L3,MEAN_SHIFT_10_L1,MEAN_SHIFT_10_L2,MEAN_SHIFT_10_L3,SIGMA_UP_01_L1,SIGMA_UP_01_L2,SIGMA_UP_01_L3,SIGMA_UP_02_L1,SIGMA_UP_02_L2,SIGMA_UP_02_L3,SIGMA_UP_03_L1,SIGMA_UP_03_L2,SIGMA_UP_03_L3,SIGMA_UP_04_L1,SIGMA_UP_04_L2,SIGMA_UP_04_L3,SIGMA_UP_05_L1,SIGMA_UP_05_L2,SIGMA_UP_05_L3,SIGMA_UP_06_L1,SIGMA_UP_06_L2,SIGMA_UP_06_L3,SIGMA_UP_07_L1,SIGMA_UP_07_L2,SIGMA_UP_07_L3,SIGMA_UP_08_L1,SIGMA_UP_08_L2,SIGMA_UP_08_L3,SIGMA_UP_09_L1,SIGMA_UP_09_L2,SIGMA_UP_09_L3,SIGMA_UP_10_L1,SIGMA_UP_10_L2,SIGMA_UP_10_L3,SIGMA_DOWN_01_L1,SIGMA_DOWN_01_L2,SIGMA_DOWN_01_L3,SIGMA_DOWN_02_L1,SIGMA_DOWN_02_L2,SIGMA_DOWN_02_L3,SIGMA_DOWN_03_L1,SIGMA_DOWN_03_L2,SIGMA_DOWN_03_L3,SIGMA_DOWN_04_L1,SIGMA_DOWN_04_L2,SIGMA_DOWN_04_L3,SIGMA_DOWN_05_L1,SIGMA_DOWN_05_L2,SIGMA_DOWN_05_L3,SIGMA_DOWN_06_L1,SIGMA_DOWN_06_L2,SIGMA_DOWN_06_L3,SIGMA_DOWN_07_L1,SIGMA_DOWN_07_L2,SIGMA_DOWN_07_L3,SIGMA_DOWN_08_L1,SIGMA_DOWN_08_L2,SIGMA_DOWN_08_L3,TAIL_01_L1,TAIL_01_L2,TAIL_01_L3,TAIL_02_L1,TAIL_02_L2,TAIL_02_L3,TAIL_03_L1,TAIL_03_L2,TAIL_03_L3,TAIL_04_L1,TAIL_04_L2,TAIL_04_L3,TAIL_05_L1,TAIL_05_L2,TAIL_05_L3,TAIL_06_L1,TAIL_06_L2,TAIL_06_L3,TAIL_07_L1,TAIL_07_L2,TAIL_07_L3,TAIL_08_L1,TAIL_08_L2,TAIL_08_L3,BIMODAL_01_L1,BIMODAL_01_L2,BIMODAL_01_L3,BIMODAL_02_L1,BIMODAL_02_L2,BIMODAL_02_L3,BIMODAL_03_L1,BIMODAL_03_L2,BIMODAL_03_L3,BIMODAL_04_L1,BIMODAL_04_L2,BIMODAL_04_L3,BIMODAL_05_L1,BIMODAL_05_L2,BIMODAL_05_L3,BIMODAL_06_L1,BIMODAL_06_L2,BIMODAL_06_L3,BIMODAL_07_L1,BIMODAL_07_L2,BIMODAL_07_L3,BIMODAL_08_L1,BIMODAL_08_L2,BIMODAL_08_L3,LOW_CPK_01_L1,LOW_CPK_01_L2,LOW_CPK_01_L3,LOW_CPK_02_L1,LOW_CPK_02_L2,LOW_CPK_02_L3,LOW_CPK_03_L1,LOW_CPK_03_L2,LOW_CPK_03_L3,LOW_CPK_04_L1,LOW_CPK_04_L2,LOW_CPK_04_L3,LOW_CPK_05_L1,LOW_CPK_05_L2,LOW_CPK_05_L3,LOW_CPK_06_L1,LOW_CPK_06_L2,LOW_CPK_06_L3,CONTROL_01,CONTROL_02,CONTROL_03,CONTROL_04,CONTROL_05,CONTROL_06,CONTROL_07,CONTROL_08,CONTROL_09,CONTROL_10,CONTROL_11,CONTROL_12,CONTROL_13,CONTROL_14,CONTROL_15,CONTROL_16,CONTROL_17,CONTROL_18,CONTROL_19,CONTROL_20,CONTROL_21,CONTROL_22,CONTROL_23,CONTROL_24,CONTROL_25,CONTROL_26,CONTROL_27,CONTROL_28,CONTROL_29,CONTROL_30,CONTROL_31,CONTROL_32,CONTROL_33,CONTROL_34,CONTROL_35,CONTROL_36,CONTROL_37,ADDED_ITEM_01,ADDED_ITEM_02,ADDED_ITEM_03,ADDED_ITEM_04,ADDED_ITEM_05,LIMIT_CHG_HI,LIMIT_CHG_LO,LIMIT_CHG_BOTH
C000729,183,2,33,24,1,,7.745371,5.975932,7.781581,2.996970,7.487496,6.927974,2.877882,6.180245,8.059751,3.673444,7.287495,8.860890,5.325258,5.475612,7.284324,2.853316,5.441442,8.083382,4.037683,7.404353,8.718952,5.180487,5.936421,7.362971,4.804927,6.881091,6.455519,3.741386,6.498655,6.903798,5.915646,7.098686,8.760592,1.916107,6.379652,6.386025,5.542916,5.679053,4.942740,4.533297,5.675153,4.224787,5.671849,2.892008,5.381917,4.868021,4.949121,2.377196,4.928509,5.358735,4.737614,4.615734,4.641429,4.396346,4.837165,5.548801,9.990000,7.285740,5.719522,5.768527,4.424476,5.337496,4.885244,4.861696,3.890172,5.574072,6.515591,5.323234,5.489941,6.960480,5.879497,5.208603,4.622378,5.338405,5.315647,4.092146,5.036550,5.650916,5.073427,6.167309,3.823608,5.022756,4.328595,4.823815,5.023846,5.137861,5.336570,4.837615,4.114841,5.992891,5.473517,5.215681,3.362861,4.236024,4.508404,5.584107,5.094891,4.730379,4.149107,4.056099,5.359818,5.332636,3.781255,3.353361,7.555781,6.049489,5.280216,4.926189,5.736715,5.842801,6.805164,5.398932,6.344973,6.770083,5.642885,6.204276,7.583503,6.735141,6.446310,6.612916,5.741849,6.423625,5.964088,6.641794,6.795597,5.293176,5.589670,6.417243,6.684381,6.593081,5.549997,7.263388,2.968934,5.618697,3.116162,4.409682,4.868680,5.871088,4.484865,6.849595,0.999514,3.474755,4.675234,4.618265,6.157487,5.182380,3.588727,4.516727,5.787455,3.624981,3.911931,4.945771,6.413280,4.789651,4.957335,3.397475,5.930238,5.219944,5.553613,3.891715,6.695884,4.295747,5.746458,5.552498,6.316055,6.225921,5.949020,3.599101,3.912318,4.748835,3.634394,3.936967,5.381732,3.995838,2.765581,5.334175,4.315417,5.752863,5.197497,3.936983,5.007964,4.518982,6.849898,5.493962,2.328374,3.405092,4.957852,3.322175,4.289679,5.076932,4.333765,3.224953,5.220629,5.585538,4.699822
C000730,183,3,34,24,1,,5.835673,6.649887,6.592048,4.932346,7.052143,6.096072,5.412006,6.700651,7.542416,5.541381,7.417766,6.196051,4.992737,5.802674,7.497505,4.706437,6.511700,8.546044,4.698771,5.796821,5.708052,4.244725,6.208882,7.357073,6.519712,5.712384,6.322719,4.963713,6.292667,8.337277,4.823488,4.195685,3.413534,5.263529,5.599853,4.346444,6.897046,4.287083,6.307088,4.864155,5.444305,5.118932,5.970583,6.207744,6.255811,5.382194,4.063690,7.609337,4.565089,1.765540,7.650566,5.774953,7.514504,2.093832,4.087613,6.866478,3.666834,5.501146,2.930810,5.485945,5.170267,5.559634,5.286712,4.793857,3.945277,5.297955,5.687586,5.109032,4.469488,3.504437,6.105772,6.011183,3.958808,5.463628,4.327275,5.106978,5.137444,4.260560,3.723272,3.771506,4.532609,4.027910,4.249480,4.484765,5.581786,4.777420,3.538948,5.412475,3.570251,4.339398,4.989264,6.214841,7.362694,4.021327,5.175471,6.508057,5.237830,4.801565,3.225655,4.362135,4.470483,6.296307,5.057452,3.405333,7.372733,4.528783,6.842711,2.676931,5.715515,7.299999,5.189694,6.603094,6.087997,5.962400,5.724366,5.002418,7.598885,5.924074,6.465446,5.994824,5.952168,5.917468,6.603998,6.185352,6.526203,5.720145,6.323690,7.438155,6.286692,6.216507,6.102696,6.497596,5.105083,4.628024,6.384424,4.684002,3.139682,6.273233,5.544887,5.203899,3.469794,5.774172,5.377738,6.600304,6.295248,5.419586,2.060739,2.970992,3.305928,3.190559,3.418375,4.801362,5.817982,6.681516,5.304453,5.208226,5.120075,4.819395,4.002061,5.682276,4.313728,5.744169,6.052411,4.804375,4.499698,5.018557,4.126918,5.118263,8.161149,4.800153,6.544139,4.950780,3.432038,4.894223,4.881967,4.675156,3.580601,5.457623,4.142734,4.680210,5.040561,4.719789,4.113163,5.757996,4.995183,3.534609,6.776516,3.716518,5.768857,5.637594,4.968442,3.798247,4.932750,5.867865,7.787994
C000731,183,4,2,25,1,,6.654573,5.751271,8.706924,3.855906,7.614632,7.480639,4.809566,7.150614,7.228830,3.702038,6.353822,7.537463,2.660185,7.294453,7.897888,4.547216,6.272029,6.321526,5.394564,6.006099,7.203915,5.214473,6.954796,8.519873,3.928997,5.666993,7.421629,4.985601,5.073468,8.936348,5.862572,4.958042,7.266463,4.169067,5.022942,5.838489,3.891171,5.529190,5.712365,3.454347,5.465675,3.228901,4.178704,5.569283,3.394291,4.597998,4.744641,5.935475,5.226358,5.402139,7.379064,6.084051,4.729639,8.762999,4.690921,5.705461,3.492066,4.091122,4.993080,5.306079,7.064734,4.676451,5.093217,5.422937,5.285520,5.099865,5.504639,5.713602,6.117098,4.020549,5.259359,5.216516,5.009437,5.697671,5.075127,3.791261,5.357040,4.417043,4.097474,5.467538,4.106728,5.712359,2.822121,5.362447,3.442582,3.480365,5.329381,4.887243,4.647146,7.082701,4.645474,6.438037,3.576294,5.504431,3.199972,5.908767,4.647830,5.536177,7.305258,4.493077,5.289212,7.021500,4.704333,2.867499,2.630059,4.211842,5.517862,4.943941,5.443043,6.434029,6.252418,5.153617,6.334292,7.454894,6.129095,5.208559,6.166362,5.600354,5.632404,5.345269,6.210885,6.591800,6.168667,5.880978,6.394127,7.468900,5.478509,5.864855,6.786845,6.179509,6.800650,7.215822,6.209874,4.676608,4.926703,5.538491,5.281044,2.642662,2.182327,4.871005,3.275956,4.024202,6.019900,4.090810,4.592176,5.241113,1.119565,4.814937,6.221759,3.154236,4.126745,6.244575,5.545430,4.484596,4.424475,3.169788,3.752441,3.988447,5.724926,6.733104,4.742184,6.005576,4.849724,5.940342,6.159300,3.282291,5.207830,5.218163,4.021803,4.044027,3.476858,6.479001,6.004355,4.552896,3.690895,6.711355,5.317098,5.050956,4.115542,3.760462,5.241578,4.258034,5.540075,6.362978,4.621763,4.682628,4.696757,6.569759,4.272188,4.823707,3.936477,5.097459,5.461070,5.419832,5.078154
C000732,184,1,3,25,1,,7.126319,6.509093,6.909909,3.793428,7.573280,7.138333,5.397936,5.822003,8.150859,6.244842,7.247233,6.083994,3.626260,5.129858,6.965437,3.835399,5.862675,7.479689,6.520166,4.949406,5.799383,5.246833,5.985228,7.150363,4.406517,6.804001,8.388874,6.604040,7.731514,8.454630,5.114256,3.674608,5.627946,3.764032,3.997723,4.166213,6.747539,4.940164,4.834140,3.805064,5.960327,6.374848,6.324950,3.119996,5.173554,2.526987,3.525506,4.533665,5.240247,5.226906,4.939260,5.768780,6.654061,5.124062,4.530916,3.037861,6.358863,6.376542,4.830465,4.569242,4.545768,4.542947,5.361301,4.555723,5.788822,4.508657,4.720514,5.491488,4.861450,3.828331,4.492717,3.157510,5.937891,4.008180,5.823704,4.742335,4.664788,5.142180,4.452789,5.435979,4.681013,5.914619,4.821702,5.364669,5.079927,7.412763,3.289137,4.367623,6.346582,4.968550,5.718522,6.984639,9.990000,6.667338,3.877646,4.591960,8.403281,5.677791,4.408768,6.130616,4.615469,3.322222,3.569202,4.701924,5.573906,4.659573,5.006853,3.094394,6.746132,6.808600,7.307831,6.103201,6.710750,6.081370,5.121868,6.444631,6.772109,6.139020,5.971893,5.398442,5.666259,4.968671,6.526015,6.313879,5.757695,6.600428,5.881525,6.686626,6.739526,6.472473,5.696930,7.412583,7.180005,6.041735,6.408889,4.300298,6.142588,4.234985,2.905245,2.446490,6.339935,6.067607,4.596576,3.821543,7.626507,5.649978,7.535647,5.850345,6.207294,6.177027,4.792205,4.169021,4.196156,5.301062,5.154526,4.336799,4.427313,5.075218,5.636951,6.317863,3.208912,4.159886,5.585196,4.936547,5.570988,4.901071,5.178458,4.632315,5.499346,6.123932,4.700828,5.886887,6.136479,4.232302,3.714725,4.508595,5.171211,5.078666,5.432290,4.914313,3.318220,4.873565,3.957180,3.697291,4.209890,5.581170,5.257453,4.354778,5.438291,4.554300,7.036753,4.340004,5.244446,5.703771,5.902460
C000733,184,2,4,25,1,,5.691172,5.277737,7.686631,5.477921,6.141575,6.589137,3.902439,5.807564,8.183560,5.467502,7.399532,7.466387,5.461625,6.174026,7.003675,4.153344,4.114198,7.258640,4.320663,4.927763,6.707030,6.046711,6.557583,8.585333,5.606989,7.993330,6.916105,5.448500,7.742903,6.370135,6.774536,6.428277,4.943981,5.151204,4.882104,3.157064,5.215512,5.486081,6.161407,7.058738,4.916982,4.778997,2.732070,4.951262,3.632133,7.082933,5.315527,3.291892,7.588001,4.200237,7.017638,5.247354,5.476563,5.881230,4.785441,3.830317,6.384177,3.286476,4.081432,6.648017,4.820949,5.585084,4.336070,4.503587,4.074006,6.348336,7.448741,6.194745,6.037068,5.893779,7.036682,5.017446,4.551254,4.222227,5.430853,6.512676,3.797485,5.905241,6.669263,4.522392,5.292131,5.508000,4.968745,4.630843,4.238760,6.910406,4.683729,4.926566,4.599542,3.927183,4.744884,4.348288,4.147950,5.195458,4.520616,3.248307,6.041013,6.457900,6.721703,5.493948,3.914308,5.145097,5.913696,4.428419,3.660536,7.794780,5.660007,4.611160,6.511830,6.332841,7.783634,5.986702,6.060380,5.774147,6.225055,6.298468,6.678689,7.263608,7.081305,5.836690,5.327110,6.754447,6.871042,5.809757,5.347924,5.935816,5.828668,6.200611,7.040630,5.923074,6.211593,6.785850,5.259445,6.727375,4.760043,4.465706,6.073828,9.737773,5.305057,7.104825,3.862357,5.134003,2.452073,4.038817,5.495466,5.824008,6.929338,5.110483,5.100926,2.936669,4.815349,4.588525,4.334806,5.407942,4.954117,5.092412,5.028185,4.924321,4.784112,4.797023,5.417041,3.237704,4.648844,6.931756,3.416353,7.061118,6.032905,5.562314,5.444802,4.351124,4.641623,3.014263,6.261476,4.215147,4.691467,3.879813,4.294377,5.225273,5.238532,4.867657,5.310188,5.438915,4.354182,5.710889,5.507138,4.652714,6.032853,3.334860,5.297282,6.539845,4.606799,4.436411,7.148931,5.605461,3.423887
C000734,184,3,5,25,1,,4.943353,4.876197,6.210962,4.991759,7.669589,9.251725,5.181871,5.384748,5.846159,5.563115,6.012549,8.372905,5.571118,5.729888,6.495516,3.710510,6.703382,7.888700,5.968133,6.754011,9.576586,4.783440,6.789286,6.673329,6.166747,5.923286,7.651535,5.623453,5.503384,7.898249,6.086615,7.826128,5.880931,5.829456,6.913358,3.663526,5.013885,8.978147,4.230998,4.021652,3.703251,1.699310,5.403246,3.799491,4.180716,3.359730,4.589533,2.008329,5.405472,4.720275,4.002703,6.737421,5.899050,7.014283,3.390680,4.984796,4.347202,4.999365,7.003179,5.551068,4.057184,5.703215,4.512351,4.949791,5.142887,4.958645,3.402973,3.960573,5.767431,4.618888,5.269043,5.695324,4.966940,3.559651,5.637322,4.712609,5.298544,5.365449,5.172076,4.574659,4.503140,4.857449,3.585468,4.212404,7.703502,2.541470,6.090259,4.839948,5.320660,3.904468,5.004212,3.481918,5.266286,3.356485,4.525467,9.657434,3.572655,4.665238,3.202276,5.421949,5.879628,3.637526,4.730109,6.892383,4.783772,5.308228,4.544871,5.735870,6.146925,5.904100,7.747215,6.309892,5.361911,6.173151,6.608496,5.654331,6.292027,6.173559,6.123151,6.073002,7.042257,6.013796,6.362626,6.480390,6.227168,6.893962,6.045257,6.295934,7.213545,7.147648,5.567375,5.364395,5.477933,3.529768,5.648753,4.009749,5.018438,3.822901,3.450712,4.767877,6.907625,4.103995,5.676339,4.261690,3.382587,4.066439,5.884734,4.723266,3.772857,4.569655,5.958390,5.272493,5.022958,6.482499,4.654099,2.763107,4.426186,5.769301,3.477366,6.111407,4.743514,6.744625,6.376810,4.896102,4.412585,4.073730,4.224382,4.680162,3.632794,4.997538,5.211391,4.899928,4.476821,4.487180,5.867325,3.854432,5.035759,4.749789,1.820550,5.578679,4.996322,5.754938,3.893105,5.061886,4.951428,4.828198,2.274791,4.547749,4.397233,5.061538,5.181607,5.266995,4.303476,4.629516,6.978032
C000735,184,4,6,25,1,,2.835083,5.291829,7.340424,5.978085,5.793249,8.645785,4.240840,4.553124,7.786022,5.315044,7.353674,6.315326,6.471191,5.037874,6.297123,6.054072,4.972536,7.106747,4.160435,7.359230,5.702814,4.597509,5.516238,8.395679,4.311061,4.928885,6.514624,4.061746,5.409858,8.381956,5.153751,3.646472,9.556407,7.568725,6.712807,4.755374,5.039190,4.982617,6.771718,5.591365,6.592466,3.808517,6.380545,6.271879,5.415859,5.707890,4.503728,2.531846,3.637795,3.346537,5.162215,6.033960,6.998549,6.150889,3.444802,7.495997,6.427390,2.880647,6.137661,4.254521,5.230517,5.411622,4.118721,5.197586,3.395321,4.523738,3.500540,4.606508,4.367375,3.142447,4.122399,3.691063,3.618685,5.116105,5.237125,4.665193,5.225106,4.978721,5.171985,4.496646,4.587265,6.522206,5.068949,5.473071,4.912526,5.194457,5.242359,3.947449,4.605213,8.736724,5.196630,4.778894,4.685719,7.148196,6.737204,5.089204,4.330220,4.714021,3.739679,5.217004,5.150425,4.513237,5.266584,4.287810,4.952150,4.553266,4.864646,3.575774,4.488509,5.776231,6.071748,5.796091,5.963136,6.655252,6.432099,5.660510,5.118559,6.207673,6.546802,6.087044,5.992470,6.669632,5.495461,6.134721,6.900844,5.836943,5.477799,6.104656,6.659670,7.033096,6.114397,6.236322,2.816248,5.173457,8.344273,5.490955,5.446889,4.530967,4.504623,5.943084,5.833383,7.038033,5.316132,4.000243,5.008308,5.616963,4.853915,6.917423,3.325366,5.760184,5.288056,4.800276,5.400939,4.067403,7.146641,7.202074,4.453583,6.248400,5.151257,5.046195,4.724483,3.807156,5.373552,4.341487,5.784238,4.373459,3.443896,4.585316,4.986759,5.360795,4.397615,4.518499,5.330636,5.540354,4.046055,5.155092,4.897155,5.349026,5.592598,5.672151,4.157166,4.920736,6.381077,6.160074,4.713739,5.408498,4.516348,4.016399,3.427235,7.195161,3.351007,6.095314,4.170935,4.573853,5.061215
C000736,185,1,7,25,1,,4.481307,4.885411,6.977487,5.047449,5.665733,7.311472,5.376430,5.797917,7.072021,7.520681,7.503791,4.443688,3.885839,7.348915,7.449600,4.487089,4.585641,6.406788,7.136045,6.922272,7.419029,3.593878,5.257814,6.891647,5.369021,6.088434,6.795133,4.691057,6.806319,6.434723,4.393092,3.946346,2.350160,5.357354,5.187306,5.137301,4.681258,5.934256,3.277325,6.657077,4.083602,2.862122,5.892045,5.070885,7.753914,4.301435,4.078795,3.021987,4.821795,4.088216,5.626803,5.781804,3.771673,3.791070,5.551679,5.646886,6.572474,7.021446,4.188088,5.703321,6.661327,3.006834,4.353749,6.428939,4.867429,4.286500,4.213388,6.250618,4.188856,6.072485,4.690363,2.904560,5.228794,4.804718,4.614966,5.941022,5.849049,6.739423,5.393537,5.527674,4.639050,5.758809,4.569517,4.135190,4.868666,5.462189,4.058542,5.622409,3.529732,5.666818,3.953636,4.502071,3.407142,4.630486,4.103764,2.901839,5.343034,4.645714,5.652857,5.225887,5.834513,3.685023,5.379701,5.238239,5.532030,3.444476,4.778914,3.525929,5.770539,5.444914,6.981696,5.695355,5.290024,5.966527,5.475170,6.055468,7.023289,6.045459,5.852620,7.250812,6.076233,5.953291,6.892120,5.849363,5.992006,6.291169,6.062732,6.075088,6.538575,5.571015,6.663161,6.599944,6.183947,3.975905,7.213144,3.706900,4.956377,6.466698,6.753401,6.048690,6.689659,5.651115,3.615700,6.084020,5.170842,4.779058,7.820896,3.910847,5.101630,4.044020,6.346264,6.394566,4.664076,4.278178,5.457616,6.480821,5.205381,5.233143,4.645976,6.022926,3.353737,4.819044,5.856997,4.666124,6.472994,6.391926,5.166365,4.186446,6.597915,3.388395,5.347070,5.795569,4.773687,4.666723,5.090381,5.354946,6.539904,5.580745,5.098271,4.892804,5.283423,3.977142,5.770149,5.691897,6.017683,6.037092,6.319588,4.480372,5.758866,6.346843,4.002739,4.605330,5.026520,6.100560,4.410274
C000737,185,2,8,25,1,,6.683579,5.822766,7.136733,6.380070,4.029005,7.581336,4.458334,3.823586,7.949991,4.352271,5.386058,8.382529,2.772127,6.763027,8.330210,5.861148,7.328337,8.292747,5.021031,5.052723,8.532744,5.645522,2.896297,7.412679,4.088002,5.553734,7.560474,6.490325,5.418933,8.099436,4.191958,4.414872,6.648813,4.773997,7.080816,3.336594,8.451835,3.052638,3.699805,4.834521,5.683155,7.763696,3.882361,4.444004,3.839341,5.061700,3.628195,5.235799,5.823360,3.752579,2.180983,5.252313,4.861013,4.863716,4.723196,4.010482,2.843202,3.485747,4.390761,5.997888,4.572017,3.830310,4.434905,3.886576,6.312497,5.213684,4.837731,3.744999,4.786290,4.671681,4.511498,5.179405,3.445745,4.886067,5.348121,6.885837,4.951052,5.373759,6.053845,4.350789,5.431874,5.869150,4.926835,4.903791,4.798675,2.685823,7.072135,4.986771,5.835477,2.659805,3.973192,5.673362,3.925710,4.863450,5.195991,2.396112,7.399734,5.999214,4.706289,6.055608,5.938431,4.241659,4.497665,4.645589,5.773675,4.571753,4.715219,5.098449,6.725865,6.536116,5.593437,6.289856,6.585441,7.891887,6.607059,5.493940,6.272488,5.675654,6.009515,6.787384,5.546504,6.314001,7.112408,6.512637,4.870754,5.731601,7.185828,6.343803,6.202062,5.302131,6.270352,6.749483,4.311029,4.618253,3.391185,5.548915,5.692352,7.273800,5.409088,3.374721,2.879587,4.260254,4.044783,4.365490,3.456678,3.963257,2.942509,5.623927,5.479693,3.845777,4.798040,4.312834,5.549206,5.030495,4.599291,4.048759,5.133964,4.366101,3.913802,3.638548,5.742159,5.617368,3.370091,5.324518,4.702196,3.642264,5.479430,5.063243,5.885924,5.891762,6.267373,5.599214,5.051183,5.104565,6.007743,5.361969,4.087793,4.871331,6.228837,6.654648,3.828946,3.413267,2.909755,5.318310,4.195899,5.469468,3.118874,5.234907,5.048674,4.625880,3.559797,6.556275,3.515248,7.300716,3.407572
C000738,185,3,9,25,1,,6.352487,6.198036,6.584255,5.516952,5.301475,7.036990,5.622022,7.330850,9.554387,3.262080,7.061152,8.190313,7.275270,8.230875,6.089392,4.336523,6.560294,7.395947,3.731627,6.361451,6.582903,4.881199,5.782587,8.942496,5.514406,6.458817,7.668003,4.476350,5.406224,7.501565,3.729705,5.533110,3.597140,5.131790,4.469999,3.641975,6.072871,5.306518,3.329258,2.507829,7.517684,7.911324,6.045692,4.323366,5.638171,4.110093,4.159496,1.408151,5.457743,4.795585,3.637443,4.327110,3.947536,6.136852,6.290643,4.428560,4.073328,6.719651,4.822214,4.259652,5.981797,4.719371,5.449431,6.706381,6.109742,3.583016,3.789220,5.551712,3.794367,5.023992,4.553844,4.532124,5.633163,4.270753,5.273076,5.029143,4.376236,5.673190,4.838921,3.801163,4.656579,5.423979,5.497570,5.054593,4.336193,6.225236,3.311557,4.268993,4.113517,3.423272,5.528985,5.097918,5.190247,4.780042,6.253613,6.045647,3.751388,6.483708,7.661747,4.131403,5.067452,4.792927,5.471182,6.672536,4.485276,4.761179,2.999545,9.486952,6.144007,6.418389,7.399239,6.281460,6.606417,6.389979,6.436411,5.582583,7.017123,5.592430,6.188850,5.566874,6.092713,6.842052,6.397808,5.910173,6.369977,6.807088,5.867356,6.334361,7.235609,6.206174,6.055818,7.157691,5.459773,4.106677,4.841100,4.611688,5.410560,5.836625,4.573717,5.268281,6.605382,3.891572,5.832477,4.902354,4.348168,5.849856,2.724521,7.201448,2.978065,6.986956,4.510340,5.308082,5.680716,4.031309,4.327008,5.259906,4.146466,4.739937,5.840565,5.906131,4.744108,6.486791,3.344119,6.579066,5.391921,4.338424,6.355155,4.884237,3.289470,4.815836,5.902271,5.547871,3.623813,4.520784,4.845364,4.903910,6.055306,3.680640,6.511602,4.507647,3.207241,5.009692,5.924119,3.609861,6.489791,5.829562,4.689225,3.666969,5.021832,6.412753,4.009833,5.087688,4.903588,4.454904,5.814592
C000739,185,4,10,25,1,,5.604228,6.171519,7.772617,6.219914,5.354311,7.079193,4.184942,7.614219,7.630451,4.104542,6.762492,5.651225,3.524717,5.857639,8.187251,5.788103,5.959436,6.709714,6.811223,5.170877,6.738852,9.107748,6.038915,7.568217,5.246702,6.220543,4.351312,3.971814,7.037992,6.816086,4.487807,2.822026,2.976595,5.253898,5.347064,3.005725,4.986905,5.331685,3.105919,4.565188,5.134263,6.321426,4.781250,3.067222,4.406395,5.827308,5.854950,5.080677,5.773798,3.278815,6.956198,7.485344,4.673355,2.208538,4.548508,4.657061,6.760174,5.764361,5.784372,4.288087,4.327418,5.389627,5.427574,5.391509,5.515219,4.292260,3.866368,4.573261,5.051144,3.627851,5.622050,5.646991,4.562376,5.658907,4.378180,4.340961,5.902217,4.987929,5.940447,5.705602,5.220493,5.037799,5.607233,4.798930,3.589502,4.475311,3.187528,3.911455,3.584337,5.631717,5.510124,4.977924,3.152926,5.876459,5.330327,3.172553,4.275279,4.121424,7.147488,5.515150,4.219015,4.138735,4.834722,3.243995,5.603352,6.469928,4.460111,3.116870,6.164048,6.317178,7.837074,6.488349,6.818173,6.029279,5.776037,6.852429,6.864864,6.399220,7.024957,5.311056,5.501794,6.583202,6.519954,6.022450,7.122648,6.614614,6.477892,5.700700,6.102083,6.159223,6.024750,6.294971,4.484441,5.917656,4.616096,8.431822,6.002946,7.825336,5.280151,5.922283,2.959186,4.404890,4.077920,0.837599,7.552875,5.532260,7.177003,3.231367,6.523366,2.932538,5.158815,4.980972,4.694904,6.455233,4.759110,3.672823,4.708171,5.345675,3.726598,5.575904,5.432830,5.683541,4.313041,5.014740,4.803153,5.324814,3.849160,5.117963,4.520309,5.609413,5.206362,4.134403,5.070683,4.608075,4.825489,3.915998,5.829716,3.984486,5.516572,6.113876,3.976047,4.688980,4.013119,2.565999,6.014354,5.875258,6.580336,5.960406,4.829709,4.742324,4.425218,5.818991,5.211381,4.455819,5.075111
