SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,BIDIR_TAIL_L2_031,BIDIR_TAIL_L3_032,BIDIR_TAIL_L4_033,BIDIR_TAIL_L5_034,CODE_RAIL_L1_060,CODE_RAIL_L2_061,CODE_RAIL_L3_062,CODE_RAIL_L4_063,CODE_RAIL_L5_064,CONSTANT_VALUE_L1_050,CONSTANT_VALUE_L2_051,CONSTANT_VALUE_L3_052,CONSTANT_VALUE_L4_053,CONSTANT_VALUE_L5_054,EQUIPMENT_SUSPECT_L1_055,EQUIPMENT_SUSPECT_L2_056,EQUIPMENT_SUSPECT_L3_057,EQUIPMENT_SUSPECT_L4_058,EQUIPMENT_SUSPECT_L5_059,HEAVY_TAIL_L1_035,HEAVY_TAIL_L2_036,HEAVY_TAIL_L3_037,HEAVY_TAIL_L4_038,HEAVY_TAIL_L5_039,LOW_SAMPLE_UNCERTAIN_L1_070,LOW_SAMPLE_UNCERTAIN_L2_071,LOW_SAMPLE_UNCERTAIN_L3_072,LOW_SAMPLE_UNCERTAIN_L4_073,LOW_SAMPLE_UNCERTAIN_L5_074,MISSING_LIMIT_L1_065,MISSING_LIMIT_L2_066,MISSING_LIMIT_L3_067,MISSING_LIMIT_L4_068,MISSING_LIMIT_L5_069,MIX2_MEANSHIFT-OUTWARN_L1_115,MIX2_MEANSHIFT-OUTWARN_L2_116,MIX2_MEANSHIFT-OUTWARN_L3_117,MIX2_MEANSHIFT-OUTWARN_L4_118,MIX2_MEANSHIFT-OUTWARN_L5_119,MIX2_WIDE-SEVOUT_L1_105,MIX2_WIDE-SEVOUT_L2_106,MIX2_WIDE-SEVOUT_L3_107,MIX2_WIDE-SEVOUT_L4_108,MIX2_WIDE-SEVOUT_L5_109,MIX2_WIDE-SUBPOP_L1_110,MIX2_WIDE-SUBPOP_L2_111,MIX2_WIDE-SUBPOP_L3_112,MIX2_WIDE-SUBPOP_L4_113,MIX2_WIDE-SUBPOP_L5_114,SUBPOP_GAP_L1_040,SUBPOP_GAP_L2_041,SUBPOP_GAP_L3_042,SUBPOP_GAP_L4_043,SUBPOP_GAP_L5_044,TAIL_RISK_L1_045,TAIL_RISK_L2_046,TAIL_RISK_L3_047,TAIL_RISK_L4_048,TAIL_RISK_L5_049,MIX2_GROSS-WIDE_L3_172
C001266,317,3,-16,1,2,26,1.53284,0.457325,-1.52262,0.46791,42,33,20,25,0,0.999883,1,1.25,1.5,1.75,1.00893,0.933913,0.924833,1.00218,1.02045,1.04804,1.05849,0.964042,0.996321,0.884312,,,,,,0.974919,1.02368,0.962663,0.979611,1.00467,0.909922,0.84923,0.744086,0.704376,0.556488,0.935491,0.796958,1.42404,1.15554,0.343478,0.857922,0.624149,1.87619,3.25572,9.04659,1.10351,1.05701,0.909172,1.28404,0.955834,0.86021,0.768404,1.29442,1.6097,2.22694,0.75672
C001267,317,4,-15,1,2,18,1.1599,2.21077,1.88276,1.10135,37,29,24,0,0,0.999917,1,1.25,1.5,1.75,1.00944,0.982548,0.98327,1.04297,0.849632,1.05155,1.06955,1.01076,0.952979,0.997405,,,,,,0.998407,1.09757,0.970151,0.998648,1.13237,0.95772,0.813254,0.767547,0.612511,0.552423,1.0753,0.719672,1.17526,1.09054,1.65303,1.1643,0.783302,1.61151,3.11389,-4.75692,1.01536,1.07284,0.763234,0.696447,1.36675,1.16605,0.869917,0.896454,1.69737,1.07318,1.14039
C001268,318,1,-14,1,2,60,1.83071,0.599344,1.61869,-2.27203,41,32,40,30,40,1.00001,1,1.25,1.5,1.75,0.992343,0.95246,0.955309,1.26777,1.04701,0.953436,1.01819,1.01378,1.01983,1.02956,,,,,,0.967526,1.04617,0.98596,1.04571,1.02084,0.968871,0.802036,0.793949,0.654395,0.515298,1.06589,1.03358,1.18287,0.622821,0.59384,0.945996,1.42518,2.11176,-1.52367,7.91771,0.990807,0.8813,0.832645,1.28378,1.31357,1.27327,1.30527,1.31029,0.629696,0.914419,1.07736
C001269,318,2,-13,1,2,60,1.13138,0.109275,3.61944,1.88034,27,39,33,0,0,1.00006,1,1.25,1.5,1.75,1.01131,0.997516,0.923779,1.18133,0.840488,1.06127,0.953994,0.927799,0.934154,0.945719,,,,,,0.972526,0.981989,0.979161,0.965565,1.01701,0.934803,0.84474,0.71966,0.623236,0.511233,1.00827,1.01549,0.951695,1.21368,1.11337,0.966005,1.40993,2.09138,3.98361,0.397981,1.00174,0.947177,0.789295,0.699499,1.36318,1.23173,1.17163,0.782513,0.866674,0.97762,1.3289
C001270,318,3,-12,1,2,32,1.39662,1.92149,0.981496,2.75161,31,43,63,29,63,0.999983,1,1.25,1.5,1.75,0.992495,0.978398,0.969578,0.860459,1.26793,0.988237,0.998996,1.02108,0.963012,0.937612,,,,,,0.959305,1.05596,1.0889,1.0348,1.04832,0.939991,0.831789,0.732504,0.650303,0.499088,0.793497,1.09873,1.09691,1.45569,10.4653,0.938414,0.317025,1.85816,3.30441,2.06389,1.00006,1.16963,0.828017,1.21835,0.642738,1.15997,0.892594,1.07539,0.89412,0.814249,1.28041
C001271,318,4,-11,1,2,10,0.597672,0.425453,-0.364605,1.879,33,19,33,15,63,0.999901,1,1.25,1.5,1.75,0.98515,0.992411,1.02609,0.833893,1.02321,1.00879,1.00938,1.02872,0.994467,0.924241,,,,,,1.08161,0.949853,0.979358,0.942692,1.13645,0.943607,0.803596,0.782822,0.652588,0.534166,0.915309,1.05163,0.52294,0.149141,-8.00025,0.915437,0.0899223,0.170697,2.83234,5.98659,0.968669,0.878362,0.741532,0.759099,1.27402,0.90804,1.1857,1.0122,1.60857,0.556567,0.937938
C001272,319,1,-10,1,2,60,0.9003,1.18236,1.77787,1.34145,44,39,33,48,35,1.00001,1,1.25,1.5,1.75,1.02638,1.07596,0.984218,1.01569,1.10652,1.03623,0.988675,0.925924,1.11301,1.05812,,,,,,1.03667,1.03695,0.948535,1.02173,1.04786,0.977204,0.740955,0.705301,0.6324,0.510263,0.773394,0.932744,0.905935,0.391498,-8.412,1.03302,1.13154,0.311258,3.82624,-0.586674,1.07614,0.886468,0.84988,1.24367,1.03822,0.849013,0.706996,1.31991,0.949141,1.11951,1.09295
C001273,319,2,-9,1,2,60,1.46988,0.209597,0.856891,1.67602,29,49,25,37,63,0.999888,1,1.25,1.5,1.75,1.00415,0.961554,0.923267,1.05445,0.96047,0.956307,0.958231,0.951379,1.03739,0.929253,,,,,,1.02021,1.01915,1.03898,1.02529,1.02823,0.951685,0.847966,0.722341,0.619499,0.524908,0.91692,1.00346,1.16831,1.07454,1.27808,0.992172,1.46032,-0.332757,-1.55445,0.364217,0.937784,0.929342,1.10481,1.15957,1.26276,0.745397,1.33603,0.783484,1.68893,0.816459,1.31653
C001274,319,3,-8,1,2,60,0.977694,2.17816,1.32926,4.35327,24,31,32,63,24,1.00008,1,1.25,1.5,1.75,1.02127,0.973409,0.931181,1.12652,0.882409,1.05622,0.99114,1.07898,1.01463,1.02034,,,,,,1.02324,0.973638,1.01151,1.03439,1.09582,0.929701,0.801529,0.707872,0.670771,0.518779,1.02756,1.13383,0.830739,0.712131,10.5417,1.01768,0.482675,-0.0688461,3.97204,-4.75033,1.09677,0.915946,0.903465,0.799304,1.09276,0.837777,0.770421,1.09892,0.972905,0.804107,1.26524
C001275,319,4,-7,1,2,60,0.727674,-0.529913,-0.181598,2.6285,39,27,63,30,63,1.00007,1,1.25,1.5,1.75,1.02479,1.00523,1.05564,0.961898,0.99618,1.04439,1.03891,0.935322,0.999463,1.06921,,,,,,0.973813,0.964949,0.960105,1.10138,1.0511,0.944134,0.844397,0.76708,0.598778,0.603625,0.818582,0.79052,1.22155,1.51203,8.44001,1.01156,0.550501,1.87881,3.26431,-5.19114,0.911711,1.0886,1.21212,0.787473,1.35011,1.19925,1.14748,1.1854,1.54817,1.8396,0.581069
C001276,320,1,-6,1,2,60,0.815193,0.86667,2.37944,1.81593,30,32,36,49,63,0.999978,1,1.25,1.5,1.75,1.02806,0.993859,1.01353,1.02646,0.96641,0.975394,0.977986,1.05309,1.00694,1.02102,,,,,,1.04986,1.00532,0.946586,0.977406,1.04393,0.958354,0.805861,0.755871,0.702872,0.531678,0.943731,0.919849,1.31182,1.46783,0.595481,1.23308,1.91461,-0.357691,-2.13615,1.91886,0.952789,1.20191,1.20389,1.25977,0.661559,1.0502,1.10782,0.878751,1.00077,2.06952,1.632
C001277,320,2,-5,1,2,60,1.15878,0.189317,2.20617,-0.717127,36,6,41,0,20,1.00006,1,1.25,1.5,1.75,1.04109,1.02489,0.978208,0.988304,1.00649,1.07695,1.03254,1.09697,1.01122,0.981963,,,,,,1.04271,0.990851,1.06789,0.906784,0.969748,0.92974,0.80479,0.778208,0.658713,0.553191,1.11297,1.04693,0.691035,1.59289,-7.23905,1.15124,1.53819,0.130732,4.21325,-5.09705,1.07019,1.20208,1.21913,1.2081,1.33769,1.02536,0.932428,1.16587,0.847435,1.07532,0.808578
C001278,320,3,-4,1,2,60,0.909221,1.37809,1.58626,1.205,27,36,32,39,17,0.999985,1,1.25,1.5,1.75,0.943962,0.962381,0.965442,1.02059,1.18629,1.06001,1.0154,0.949282,0.921155,1.0106,,,,0.915796,,1.01194,1.08058,0.995813,0.989764,0.971924,0.974143,0.859938,0.728727,0.649767,0.543729,0.839548,1.29602,1.02332,0.430213,-9.2938,1.09253,1.57244,1.73786,3.77228,2.04004,0.997895,0.852169,0.770434,0.662409,0.70364,0.957404,1.28925,0.829328,0.891104,0.791163,0.880784
C001279,320,4,-3,1,2,60,2.21028,0.541834,-0.265346,-4.25566,54,39,0,63,0,0.999912,1,1.25,1.5,1.75,1.01033,1.02961,1.00369,1.00439,0.762612,1.04243,0.991617,0.995965,0.936215,1.00223,,,,,,0.873441,1.01462,1.06921,1.03958,0.946233,0.934276,0.841203,0.747904,0.653354,0.539016,0.941018,0.928924,0.914687,1.32032,1.41553,1.12127,1.76402,2.16594,-1.50464,-5.75862,0.901031,1.01192,1.19759,0.744261,0.576959,0.929077,1.02182,1.20632,1.0086,0.896053,1.09302
C001280,321,1,-2,1,2,60,0.967879,1.56295,1.26186,2.31162,28,17,31,34,63,1.00011,1,1.25,1.5,1.75,1.04049,1.00463,1.0283,0.919165,1.11228,1.15272,1.00202,0.963418,1.01855,0.93111,,,,,,1.01829,1.01097,1.06781,1.06802,0.959914,0.883572,0.793983,0.751121,0.646892,0.535674,1.15984,1.14346,1.49298,0.878354,9.89358,1.06344,1.51593,-0.626892,-1.98217,-6.85278,0.903173,0.934492,1.23615,1.27618,0.670518,1.0834,0.907264,1.13437,0.829016,2.28132,1.34359
C001281,321,2,-1,1,2,60,0.118058,1.62652,0.577587,6.3701,34,45,28,21,0,1.00022,1,1.25,1.5,1.75,0.945696,1.02191,1.08808,0.922783,0.970696,0.889049,1.09283,0.977771,0.890952,1.08693,,,,,,1.01764,0.936965,1.03371,1.03979,1.01104,0.939275,0.801004,0.776246,0.641604,0.584499,0.864875,1.05306,0.851844,-3.98354,10.6949,0.758949,1.30028,-0.0992079,3.83924,-5.2689,1.11385,1.14267,0.764277,1.22406,1.33136,1.19423,0.674724,0.75804,0.872686,1.06703,0.602567
C001282,321,3,0,1,2,60,1.32701,-0.37033,1.04045,-4.08966,33,33,63,63,0,1.00015,1,1.25,1.5,1.75,1.01271,0.971564,0.927297,0.943129,1.05052,0.991884,1.02058,0.947206,1.02599,0.979731,,,,,,1.08053,1.0022,0.942238,0.915426,1.0639,0.946773,0.8348,0.79076,0.631782,0.557931,0.951317,0.878042,1.46921,1.3402,0.860438,1.02182,0.533074,0.17042,-2.0234,-0.340916,0.966545,1.16215,1.20158,0.742991,0.601738,0.800325,1.06736,0.9352,0.959891,2.05752,0.640639
C001283,321,4,1,1,2,60,1.16792,1.72282,0.539162,2.12357,29,39,12,32,20,1.00006,1,1.25,1.5,1.75,1.01279,1.02748,1.00675,1.02832,0.27418,0.997876,1.10488,1.07568,1.07591,0.998573,,,,,,1.09808,0.970845,1.00168,0.998945,1.0188,0.965047,0.822477,0.716446,0.611754,0.540478,0.831547,1.16508,1.22519,1.06092,1.23652,1.21727,1.44387,1.94957,3.76016,7.92299,1.00698,0.877864,1.17693,1.31252,0.635802,0.952014,1.27169,0.909434,1.0293,0.832864,0.825789
C001284,322,1,2,1,2,60,0.826856,1.00594,0.704753,1.22739,32,45,37,0,0,1.00014,1,1.25,1.5,1.75,0.987865,1.01381,1.04811,0.989111,0.621449,0.946737,0.994648,0.841022,0.94108,1.04137,,,,,,0.999997,0.966734,1.06912,1.00449,1.02845,0.912879,0.860135,0.454377,0.660234,0.536156,0.954402,1.13499,1.36848,0.818142,11.273,1.17078,0.266239,-0.111073,3.07261,-4.25882,1.00013,1.15023,1.15192,1.30575,1.36412,1.01711,1.06873,1.09907,0.861526,1.90071,0.764114
C001285,322,2,3,1,2,60,0.335838,0.742188,-0.205256,-0.0580845,41,35,37,17,63,1.00023,1,1.25,1.5,1.75,1.0185,0.994593,1.01025,0.999997,0.912373,0.987308,0.936266,0.900652,0.962404,1.05767,,,,,,1.0069,1.03746,1.06379,1.0449,1.05245,0.903552,0.798951,0.794981,0.675236,0.521597,1.01434,0.903909,1.69194,2.29925,-0.24887,1.17132,1.68075,1.85195,3.90704,0.513332,0.997652,1.20608,1.13477,1.32648,0.623033,0.59871,0.903083,1.26375,0.968506,0.729016,1.60129
C001286,322,3,4,1,2,60,-0.151446,2.32445,-1.31792,4.34451,32,37,47,32,63,0.999991,1,1.25,1.5,1.75,0.992092,0.979909,1.10202,0.989329,0.917406,0.960294,1.04289,1.1004,1.05475,1.04992,,,,,,0.984852,0.977969,1.00524,0.970149,0.960541,0.912758,0.843076,0.791885,0.662003,0.542112,0.925747,0.982685,1.35362,1.35476,10.014,1.0087,1.61816,-0.341684,-0.586657,-5.75817,1.01003,1.17259,0.817981,0.743893,0.620073,0.902016,1.1138,0.885455,0.887608,1.01797,0.753345
C001287,322,4,5,1,2,60,0.778643,0.489304,-0.008688,2.55432,32,29,35,39,63,1.00011,1,1.25,1.5,1.75,1.00935,1.01338,1.01777,0.996094,0.951488,0.889851,0.970289,0.987529,1.02717,0.947543,,,,,,1.02066,1.00725,1.03564,0.976683,0.969157,0.885698,0.802125,0.719562,0.682649,0.558299,1.09559,0.919369,1.26027,0.695736,0.911639,0.935343,0.124248,2.14614,-1.66679,1.64853,0.993264,1.13287,1.10633,0.75536,0.98353,0.975684,0.857205,1.25613,1.57078,1.99689,1.43131
C001288,323,1,6,1,2,60,0.881709,1.32015,-1.33029,-0.808149,23,35,20,23,0,1.00005,1,1.25,1.5,1.75,0.986454,1.07952,1.05338,1.00645,1.07305,0.997719,1.03006,0.985737,0.983188,0.969697,,,,,,0.97124,0.905265,0.990997,1.00658,1.05324,0.868356,0.815103,0.789354,0.964877,0.505599,0.948762,0.725482,1.21603,5.86566,1.23231,0.977878,0.554711,-0.321327,3.43528,7.03515,1.02825,0.897654,1.14035,1.35598,1.40767,0.987559,0.998132,1.37877,0.848227,0.966407,0.477193
C001289,323,2,7,1,1,,1.12935,2.00733,-0.319982,1.85055,23,42,34,33,18,0.999963,1,1.25,1.5,1.75,1.03658,1.02154,1.00394,0.959999,1.13281,0.925984,1.01988,0.973206,1.04182,1.0077,,,,,,0.921786,1.06786,1.09773,1.02647,1.09007,0.912746,0.848142,0.755033,0.670328,0.512312,1.04929,1.26838,1.32581,0.726655,0.730069,1.01779,0.327298,2.23614,2.44132,0.810958,1.07054,1.09217,1.17933,0.783859,0.638555,1.01899,0.858068,0.972001,1.06308,0.931862,1.39606
C001290,323,3,8,1,2,60,0.87788,1.80627,1.03012,5.06118,34,39,29,42,35,1.00013,1,1.25,1.5,1.75,1.03359,1.00917,1.0656,1.01882,1.20535,0.944424,1.04808,1.0466,1.08783,1.80003,,,,,,1.0849,0.955457,1.02853,0.961826,1.02711,0.94384,0.877398,0.719055,0.642187,0.544583,1.08353,0.960573,0.876789,2.34543,-6.97352,0.953149,1.6268,2.02855,-1.926,0.783397,0.952423,1.22485,1.23915,0.781065,0.664549,0.685619,0.755429,0.997673,1.78247,0.662582,0.847043
C001291,323,4,9,1,1,,1.73454,-0.164938,1.66705,4.96801,50,35,57,28,63,0.999941,1,1.25,1.5,1.75,1.0015,1.03452,1.00571,0.961943,0.799895,0.988531,0.976503,1.07224,0.967203,0.965638,,,,,,0.984328,0.973031,0.945116,0.971785,0.911206,0.972036,0.851443,0.777941,0.63337,0.551337,0.999484,1.02964,0.76795,1.42688,1.94735,0.773965,0.221631,-0.0349334,3.28509,2.48026,0.97897,0.778818,1.18056,0.738193,1.41416,1.10457,1.12472,0.779746,0.816552,0.742644,0.939716
C001292,324,1,10,1,2,60,1.73069,1.15386,3.15134,7.2162,30,25,37,31,31,0.999916,1,1.25,1.5,1.75,0.976547,1.05705,0.933893,0.922376,0.818539,1.0914,1.04053,0.96544,1.02518,0.977114,,,,,,1.01962,1.09552,0.951233,1.07002,0.971856,0.945634,0.813831,0.780115,0.627767,0.553015,0.948671,3.11399,0.602516,0.942475,0.958718,1.09629,0.657136,0.222493,-1.533,5.47473,0.931635,0.844402,0.793313,0.776828,1.26976,0.734907,1.21748,0.604644,0.92877,0.935355,0.982758
C001293,324,2,11,1,2,60,0.906473,0.92128,3.02273,2.90077,29,30,30,42,63,0.999934,1,1.25,1.5,1.75,0.989053,0.99698,1.11629,0.895762,0.972549,0.969709,0.993415,0.958378,1.04007,0.972982,,,,,,0.98945,0.925503,1.09902,1.05075,1.02936,0.941225,0.820926,0.777962,0.616078,0.599433,0.989561,1.05866,0.748231,1.55229,1.3203,1.09318,0.39912,-0.272122,4.55745,-5.75727,1.00282,1.11586,1.1872,0.742127,1.02053,1.12423,1.18108,1.35288,0.979295,2.00063,0.967283
C001294,324,3,12,1,1,,1.93356,1.34091,1.99603,-0.661731,43,31,30,0,63,0.999952,1,1.25,1.5,1.75,1.01199,1.06925,1.13005,1.01055,1.06299,0.951658,0.964253,1.0702,1.04707,1.0606,,,,,,1.04592,0.983424,1.04896,0.961127,0.998005,0.875381,0.823764,0.790397,0.688106,0.532833,0.983766,0.606272,1.10994,-3.69129,0.31059,0.99897,0.614876,-0.335488,3.47067,1.36709,1.00287,1.08708,0.817258,0.714536,0.981827,0.942048,0.849201,0.612302,1.01418,0.802362,1.16156
C001295,324,4,13,1,2,60,0.312495,0.543728,0.41148,-1.43354,37,36,39,0,34,0.999888,1,1.25,1.5,1.75,0.97716,1.00982,0.974411,1.0641,0.961572,1.01079,0.997139,0.950641,0.990065,0.995705,,,,,,1.01496,1.0423,0.950618,1.02318,0.924013,0.906742,0.801269,0.689158,0.61793,0.585138,1.01434,0.694002,0.603937,6.14057,0.70699,1.08659,1.65649,2.04618,4.1124,-5.2546,1.1243,0.833295,0.827505,1.21555,0.561358,1.13114,1.085,0.893085,0.883444,1.01715,1.02845
C001296,325,1,14,1,2,17,0.169049,1.11845,0.919214,-0.602765,32,31,44,36,50,0.999975,1,1.25,1.5,1.75,0.977686,0.985087,1.02877,0.971872,1.00349,1.05233,0.993285,1.03463,1.02963,1.1615,,,,,,0.992395,0.939981,1.03419,0.953533,0.982632,0.899998,0.804387,0.75584,0.639113,0.571775,0.925026,1.05011,3.94003,-3.55245,-0.155182,0.903782,1.56345,2.10895,2.75183,0.788846,0.980062,0.842088,1.14366,1.24853,0.756012,0.92666,0.93993,1.02461,0.883686,0.577262,1.15177
C001297,325,2,15,1,2,60,-0.0591051,0.907596,0.172802,9.34886,39,28,31,33,0,0.999956,1,1.25,1.5,1.75,0.994627,0.947,0.965168,1.00517,0.978066,1.03148,1.01503,0.98864,1.05676,0.945272,,,,,,0.93943,1.00024,1.00475,0.958908,1.0339,0.927552,0.834417,0.772988,0.64077,0.885466,0.854478,0.647626,1.14787,0.460126,1.45552,0.860642,0.572205,2.15773,2.9604,1.00495,1.05675,0.8658,1.14999,1.19007,0.63858,0.8662,0.928356,0.764858,0.830678,0.677512,1.15311
C001298,325,3,16,1,2,60,1.35962,0.402216,1.53574,7.63165,35,44,63,40,0,1.00001,1,1.25,1.5,1.75,0.983318,0.93043,1.01834,0.923386,0.744683,1.07385,1.03661,0.947271,1.08742,1.05194,,,,,,0.986702,1.12293,0.992738,0.920671,1.08468,0.895363,0.812535,0.803055,0.654479,0.546583,1.21264,0.605341,1.17944,0.198812,1.27441,1.01532,0.606046,1.97448,-1.64371,-4.29376,0.958955,0.775094,0.820465,1.27185,1.32233,1.24974,0.614884,0.591805,1.0135,0.909331,0.650446
C001299,325,4,17,1,1,,0.444402,2.35345,0.620597,1.78824,34,26,63,36,63,0.999927,1,1.25,1.5,1.75,0.965867,0.958822,0.98605,0.972527,1.07174,0.966666,0.87966,1.02145,1.02136,0.976862,,,,,,1.00921,0.8808,0.954294,0.915668,1.00339,0.99084,0.83201,0.76465,0.610912,0.487291,0.766601,0.766047,0.628354,0.6682,0.0909351,1.06494,0.663121,0.166481,-2.20675,7.85233,1.02123,1.11051,0.827709,0.764452,0.674532,1.0415,0.827214,0.755068,1.47514,1.12073,1.32246
C001300,326,1,18,1,2,50,1.04362,1.68971,2.74065,-0.246573,31,63,63,14,23,0.999952,1,1.25,1.5,1.75,1.03461,0.96056,0.912109,0.998302,0.897811,1.02645,1.00633,1.04812,1.02474,1.00946,,,,,,0.963287,0.962156,0.973846,1.0151,1.01015,0.945603,0.830734,0.754202,0.666002,0.552772,1.3356,1.06971,0.725524,0.772569,1.17636,1.08237,0.307677,-0.271283,3.84073,1.49767,1.06571,1.0921,0.8192,1.27999,1.27112,1.07047,1.32645,1.01844,0.829378,1.21463,0.926894
C001301,326,2,19,1,2,60,1.26802,2.03592,1.58175,1.15508,37,0,63,0,37,0.999892,1,1.25,1.5,1.75,0.9827,1.03736,1.01237,0.998659,1.01659,1.01544,1.0238,0.933028,0.979829,1.0007,,,,,,1.0964,0.917662,1.13801,0.950539,0.951421,0.904159,0.840919,0.732945,0.581666,0.594746,1.10825,1.0138,0.683233,6.7126,9.47338,0.967363,0.905005,0.225662,-0.716736,1.13181,0.990985,1.22836,1.08929,1.25457,1.01361,0.976344,1.10993,0.908579,0.997132,0.946339,1.09421
C001302,326,3,20,1,2,60,0.672628,0.974667,-0.117515,7.19102,41,26,0,27,32,1.0001,1,1.25,1.5,1.75,0.998313,1.07557,0.970835,1.01322,1.31234,0.940801,0.97117,0.980801,0.977859,0.970927,,,,,,0.967236,1.01655,1.00519,1.05669,0.958398,0.929016,0.810709,0.766683,0.652455,0.544171,1.01846,1.14168,1.05829,6.45585,-7.32236,1.11788,1.39095,-0.174229,3.67582,-5.68838,1.08887,1.11161,1.13649,0.743988,1.0062,0.817272,0.775175,1.31447,1.06294,0.583307,1.03668
C001303,326,4,21,1,2,60,0.771893,0.823065,2.12225,2.91333,42,38,29,33,63,0.999924,1,1.25,1.5,1.75,1.01655,1.00474,1.1576,0.85579,1.07176,0.875623,1.03408,1.06571,0.991322,1.0452,,,,,,0.918863,1.00113,1.05807,1.01265,1.00737,0.899858,0.761216,0.780424,0.674609,0.505659,0.938294,1.28873,0.760409,6.35998,-7.47769,1.02655,0.532918,-0.011451,-1.85276,-4.77828,0.998289,1.12962,0.854759,1.28989,0.943021,0.838316,0.756306,0.951319,0.785841,0.95001,0.899414
C001304,327,1,22,1,2,42,0.972961,2.4275,-1.40157,1.60353,29,36,22,0,42,1.00011,1,1.25,1.5,1.75,0.991606,1.0648,0.997481,0.987117,1.01601,0.977321,0.998822,1.00091,1.05807,0.950627,,,,,,0.994715,0.949202,1.00649,0.994902,1.0263,0.979569,0.820002,0.691632,0.63096,0.530772,1.0235,0.929564,1.47916,1.25332,-6.07011,1.13116,0.123899,-0.0161342,3.79181,9.02934,1.04546,0.859484,0.882948,1.3091,1.34973,0.972952,0.86233,0.862702,0.887946,1.94288,0.696111
C001305,327,2,23,1,2,55,0.220008,0.557771,-1.1699,1.80153,40,22,29,63,37,0.999941,1,1.25,1.5,1.75,0.983792,0.952436,0.997183,0.923586,0.75116,0.974362,0.911084,0.977846,0.949653,0.966151,,,,,,1.06663,0.967167,0.886465,1.03306,1.00625,0.885858,0.816878,0.762693,0.657065,0.856129,1.02217,3.06124,1.16509,0.42846,0.692176,0.854092,0.595217,-0.408388,3.7364,1.26906,1.01175,1.06221,0.881011,0.793063,0.666781,0.847141,0.968107,1.1741,0.887792,0.889997,1.43014
C001306,327,3,24,1,2,54,1.65743,2.41109,-1.45811,-1.05328,35,29,26,40,27,0.999949,1,1.25,1.5,1.75,1.0478,1.05202,1.01692,0.754231,1.22261,0.971253,0.992347,0.900855,1.05533,0.995231,,,,,,1.05439,0.999908,0.941592,1.04009,0.837552,0.900915,0.83955,0.711353,0.654916,0.576475,1.06021,0.759283,1.50309,-5.16333,0.239785,0.889798,0.318815,0.174388,-1.54643,8.36803,1.00581,1.09788,1.12335,1.21432,0.950218,1.06004,1.01171,1.0563,0.753868,2.02956,0.76597
C001307,327,4,25,1,2,60,0.427793,1.11104,3.95113,4.26162,21,31,45,32,63,0.999933,1,1.25,1.5,1.75,0.98657,1.01869,0.977329,1.01309,1.03454,0.982404,0.952054,1.01876,0.974426,0.992781,,,,,,1.05853,1.00713,0.939121,1.02941,1.08581,0.889595,0.797,0.793613,0.640656,0.550045,0.932818,1.41322,1.04812,0.00291512,-9.38419,1.09702,1.54986,0.195226,-2.67802,8.29543,0.985403,0.832855,1.12448,0.751643,1.41031,0.841793,1.03545,1.10045,0.750554,0.74118,1.19331
C001308,328,1,26,1,2,60,0.263556,0.31391,-0.815217,2.08076,33,22,33,29,0,1.00006,1,1.25,1.5,1.75,1.0574,1.01364,0.956623,0.993,0.991712,1.16284,1.02471,1.03265,1.06191,1.04671,,,,,,0.990535,1.03663,0.998633,0.987963,1.10015,0.96224,0.804051,0.695825,0.686408,0.531047,0.740911,1.07999,1.11328,0.50702,1.51181,0.610344,0.712957,-0.496221,3.46375,1.98374,1.01848,0.869671,0.74073,1.25096,0.996199,0.952502,0.657667,1.68708,0.722161,1.06683,1.15752
C001309,328,2,27,1,2,60,0.632933,0.2274,1.87374,-2.56908,14,23,28,63,0,1.00002,1,1.25,1.5,1.75,1.00893,1.01071,0.964183,0.93768,0.963502,1.02477,0.860077,1.00629,0.972906,1.01719,,,,,,0.979558,1.00083,0.98416,1.02134,0.93324,0.936375,0.832021,0.750269,0.639343,0.514084,1.05223,0.990789,-0.0640387,1.60046,0.847703,0.987296,0.382049,2.11131,-1.38733,0.490322,0.973471,0.854742,0.855135,0.735931,1.32132,0.937636,0.930923,1.04383,1.53978,0.96001,0.80573
C001310,328,3,-27,2,2,60,0.305213,1.25503,-0.00826866,0.497502,43,0,63,32,63,0.999874,1,1.25,1.5,1.75,0.990777,1.01481,0.994167,1.01487,0.986835,0.984102,1.00653,0.975774,1.00914,1.1186,,,,,,1.1168,0.94745,0.992066,0.936111,1.00376,0.943916,0.836655,0.784331,0.641902,0.544362,0.905427,0.741355,1.17771,-0.202894,2.6983,0.992495,0.326704,0.365898,-1.45932,6.46111,0.927667,1.13546,0.858374,0.712949,1.3611,0.878299,0.622576,0.950834,0.8873,0.804667,0.916871
C001311,328,4,-26,2,1,,1.61166,-0.0163509,-0.250573,2.89721,48,34,44,36,63,0.999971,1,1.25,1.5,1.75,1.02192,0.972449,0.87581,1.00733,0.612788,0.947568,1.01907,0.974273,0.93974,1.05862,,,,,,0.937756,1.04265,0.972144,0.98174,1.03978,0.91752,0.859173,0.793837,0.702791,0.536921,1.07287,0.920958,-2.16564,6.34122,0.666981,1.0528,0.557577,0.127442,3.04246,0.834401,1.0347,1.14906,0.816702,1.32377,1.35944,0.599531,0.852737,0.930007,0.907018,1.00954,1.0924
